Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
prueba la babacoa,"Este es mi tipo de lugar para comer. Sin turistas. Sin menú en inglés. Comida de verdad. No te preocupes si no hablas español. Simplemente siéntese en una mesa común, señale el menú o lo que otra persona está comiendo y ¡disfrútelo! Comimos barbacoa, que normalmente se encuentra fuera de la ciudad, y estuvo fantástica. El mercado también es fantástico para pasear, y es bueno si buscas cosas menos turísticas. Sólo es un martes.",,5,"Washington DC, Distrito de Columbia",31 de octubre de 2023,oct de 2023
Mercado favorito en CDMX,La comida aquí era increíble y había muchos vendedores que vendían recuerdos y productos agrícolas por igual. Definitivamente regresaría.,,5,,17 de septiembre de 2023,sept de 2023
divertido y estimulante,diversión para explorar y excelentes opciones de brunch para presupuestos modestos y exploradores intrépidos. . . . . que necesitan 100 caracteres para expresar lo que 20 logran,,5,México,9 de mayo de 2023,may de 2023
Genial para la comida,"¡Maravilloso! Enorme y colorido, con todo, desde puestos de verduras y carnes hasta comidas preparadas, juguetes, artículos para el hogar, ropa, joyas, souvenirs. Tomamos agua fresca mientras un chico tocaba melodías de Saturday Night Fever en una guitarra eléctrica, ¡muy Felliniesque!",,5,"Puerto Vallarta, México",6 de abril de 2023,mar de 2023
El mercado más colorido,"Me encantó este mercado y estoy tratando de volver hoy. Podría perderme aquí durante horas. Muy divertido y con muchos rincones y recovecos. Me perdí al 100 % y di varias vueltas. Golosinas, tesoros, juguetes, ropa, comida, flores, ¡todo lo que se te ocurra! Lleva a casa dulceria para tu familia y amigos!",,5,,12 de marzo de 2023,mar de 2023
Lugar típico que hay que conocer,"Para quien gusta de conocer los mercados locales, es una muy buena opción. Caminar entre los puestos de ropa, artesanías, verdulerías, puestos de comida, carnicerías. Sugerencia, siéntense a comer en ""todo pollo"". Pedimos dos porciones de tacos dorados, y por suerte nos entendieron mal y trajeron sólo una que nos alcanzó para almorzar a dos personas.",,3,"Buenos Aires, Argentina",10 de febrero de 2023,feb de 2023
Comida local a muy buen precio.,"Un mercado hermoso y con cosas muy locales además de las típicas artesanías que se encuentran en todos lados. Muchos restaurantes con platos típicos y a muy buenos precios, no esperen comida gourmet ni grandes lujos.  Por $75 pesos hay menús de tres pasos. Exquisito, vale la pena.",,5,"Buenos Aires, Argentina",27 de enero de 2023,ene de 2023
"Mucha comida, souvenirs y todo lo demás.","¡Nos encantó el mercado de Coyoacán! Estaba limpio, tenía buena comida - ¡Madre Cocina Mexicana tenía los MEJORES chilaquiles! La tienda de bebidas de frutas también es muy popular con una gran selección de frutas y verduras para una bebida saludable. Los vendedores en el mercado son muy amables y le permiten probar sus productos (probamos los insectos y algunas de las carnes cocidas en las diversas tiendas de alimentos). Fuimos un fin de semana, así que también había un pequeño mercado de arte afuera (no estoy seguro de si está allí otros días). En general, pasamos medio día muy agradable allí. Muy recomendable.",,5,"Saint Louis, MO",15 de diciembre de 2022,dic de 2022
Mala experiencia,"Mercado local, lo mejor es el barrio donde está, Coyoacan. Los comerciantes no son muy amables,una señora de edad avanzada nos mojó mientras quería limpiar el suelo, ya con horario público. Se ve que la molestábamos, y sólo estábamos paseando por allí. Lo entiendo, ella debe entender que nos ensució y por ello nos fuimos sin ganas de comprar nada y con muy mala experiencia. No hace falta ir.",,2,"Cerdanyola del Vallès, España",14 de agosto de 2022,ago de 2022
Experiencia en el mercado local,"¡Definitivamente ve aquí! El español básico ayudará a tu experiencia, pero incluso mis padres pudieron disfrutarlo sin hablar nada.Tenía tacos en uno de los puestos, muy bueno. Si eres vegetariano, tienes que elegir si comer o no aquí porque no limpian sus parrillas después de cada plato que cocinan.¡Muchos puestos para pasear! Está muy cerca de la casa de Frida Kahlo. - No hay cajeros automáticos adentro, así que tome efectivo de otro lugar antes de llegar aquí. Tuvimos que caminar unas 3 o 4 cuadras antes de encontrar un banco.",,5,"Houston, TX",28 de julio de 2022,jul de 2022
Precioso mercado local,Marcato relajado con buen ambiente. Los adolescentes de la familia apreciaron las muchas joyas hechas a mano y compraron algunas a precios razonables.,,4,"Vallensbaek Strand, Dinamarca",17 de julio de 2022,jul de 2022
Necesita habilidades básicas de habla hispana para disfrutar plenamente de la experiencia,Divertido pero abrumador si no sabes español. Sospecho que está menos ocupado si vas por la mañana en lugar de al mediodía o temprano en la noche. La comida es realmente asequible.,,3,,31 de mayo de 2022,abr de 2022
Tostadas deliciosas,"No veo la hora de volver por una tostada de cochinita!! Un lugar divertido, comida deliciosa, gente amable y super económico",,5,"Medellín, Colombia",13 de febrero de 2022,feb de 2022
COMPRA DE ARTESANÍA,"Lugar en la que se concentra varios puntos de venta de arte de la zona, muy variada, excelente atención, calidad y buenos precios así como multitud de productos Es una buena opción para conocer y comprar algún regalo",,5,"Oviedo, España",15 de enero de 2022,ene de 2022
Mi opinión sobre mercado de Coyoacán como habitante!,"El mercado es el mejor en la colonia,puedes encontrar frutas, verduras, semillas., Pollo, carne, huevos.Comida rica y limpia como: Quesadillas, tostadas , comida completa ( sopa ,guisado, agua de sabor y postre)Jugos frescos de diferentes frutas.Bellas flores y artesanias mexicanas.Es caro pero todo es de muy buena calidad.Soy de la colonia desde niña y conozco todo perfectamente 🌸",,5,"Ciudad de México, México",19 de diciembre de 2021,dic de 2021
Delicioso.,"Un lugar muy bueno para ir con la familia a consumir comida tipica mexicana, y regional de nuestros estados como Oaxaca. Comida deliciosa con atención maravillosa por parte de los locatarios. Lugares como la Cocina El Habanero con porciones generosas y exquisita sazón. ",,4,"Ciudad de México, México",8 de agosto de 2021,ago de 2021
Sáb 6/12/2021~19:00,"Espero estar en el lugar correcto: el mercado al que fuimos pensé que estaba más cerca de la plaza principal con la gran iglesia y la fuente del coyote, que lo que se muestra en el mapa de TA. De todos modos, este era un gran mercado arriba y abajo. No vi mucha comida (¿quizás por covid?). MUCHOS vendedores que venden muchos de los mismos artículos, ¡pero SUBE las escaleras! ! ¡Hay un tipo que diseña e imprime sus propias camisetas MEX únicas en las escaleras! ¡No pude encontrar lindas camisetas de MEX para turistas hasta que encontré su puesto! (excepto en AP & más $) . Costaban alrededor de 15 dólares cada uno y venían en una bonita bolsa de regalo. En mis fotos, coloqué sus tarjetas de presentación para que pudieran ayudar a identificarlo. ¡Compramos 3! También acepta tarjeta de crédito. Ambos estilos de hombres y mujeres, y de buena calidad.",,4,"Nueva Orleans, LA",19 de junio de 2021,jun de 2021
Comida de mercado,"Vine aquí por comida, las otras partes del mercado no son nada especial, pero la comida es lo que me trajo al mercado, así que me gustó la comida tostadas.",,3,"Ámsterdam, Países Bajos",2 de mayo de 2021,may de 2021
No dejen de visitarlo,"Es un excelente lugar para comer, tiene mucha variedad y sin duda el ambiente y la tranquilidad q se respiran al rededor lo hacen incomparable. ",,5,"Puebla, México",23 de agosto de 2020,ago de 2020
Excelente para comer ,"Visiten ""La Gran Fama"" precio súper accesible y comida mexicana súper rica. La mejor opción del mercado.",,5,,19 de julio de 2020,jul de 2020
Mi lugar favorito en Coyoacan,"Es un mercado que me encanta visitar, hay de todo un poco...  jugos, puesto de comida, frutas, verduras, ropa,piñatas, artesanías, en fin todo un deleite colorido.  Te puedes estar por horas en este mercado, me encanta comprar y quedarme platicando con las personas del lugar porque te cuentan datos curiosos, tips, recomendaciones.  No puedes ir a Coyoacán y no ir al mercado, de seguro sales con alguna artesanía, dulces y de paso un taquito o quesadilla.",,5,,12 de febrero de 2020,dic de 2019
Una experiencia Culinaria,"El mercado de Coyoacan es un sitio perfecto para entender la cultura de los mercados tipicos de la ciudad, pero tambien para vivir una experiencia culinaria maravillosa, las quesadillas de Doña Lucha, los puestos de fruta, las tostadas de Coyoacan, la barbacoa, los mariscos en El Jardin del Pulpo, las carnitas y muchos otros puestos permiten disfrutar una verdadera fiesta de sabores.",,5,"Ciudad de México, México",13 de enero de 2020,ene de 2020
Típico ,"Mercado típico provincial venden ingredientes básicos hasta especialidades como mariscos tienda de quesos importados La Regional, artesanías, flores",,5,"Ciudad de México, México",3 de enero de 2020,ene de 2020
Lo más típico de Coyoacán,"Parada obligatoria si visitas la CDMX, el Mercado de Coyoacán está lleno de colores y sabores increíbles, las artesanías son hermosas y las tostadas son lo mejor del mundo.",,5,"Mérida, México",8 de diciembre de 2019,mar de 2019
Interesnte,"Puedes encontrar muchas cosas aquí, y regatear el precio. También hay vendedores en la calle que bajan el precio de los vendedores del mercado.Un sitio fantástico para comprar regalos y recuerdos.",,5,"Provincia de Ourense, España",3 de diciembre de 2019,nov de 2019
Mercado típico del centro de México,Accesible por transporte público. Gran variedad de artículos perecederos y área de alimentos. Te deleitarán los colores y sabores que tiene.,,4,"Ciudad Victoria, México",6 de noviembre de 2019,mar de 2019
Visita obligada,"Excelente lugar para disfrutar la gastronomía local del pueblo antiguo de Coyoacán, uno de los más antiguos de la Ciudad de México.",,4,"Tecámac, México",23 de octubre de 2019,oct de 2019
Exquisitas tostadas,"Ve al puesto de tostadas más tradicionales de ese Mercado, deliciosas y sus aguas también, limpio y rico. Busca a Carlos para tu pedido,  excelente y rápido! Te lo recomiendo ampliamente para tus compras de todo tipo.",,5,"Toluca, México",20 de octubre de 2019,oct de 2019
Imperdible!!!,"El mercado es un lugar increíble. Se puede comer, comprar fruta, flores, cerámica, textiles, ropa, etc.Es muy grande y tiene de todo. Ideal para caminar, comprar regalos sin prisa.",,4,"General Pacheco, Buenos Aires, Argentina",26 de septiembre de 2019,ago de 2019
Sitio curioso,Lugar con mucho encanto ! Existe un puesto que tiene unas catrinas divisas en el local 278. Se llama Mahuit Artesanal,,5,"Oviedo, España",13 de septiembre de 2019,sept de 2019
Excelente lugar para souvenirs y comer,"En este lugar se encuentra una variedad de lugares tradicionales dónde comer. Puedo recomendar las tostadas Coyoacán, especialmente el pollo con mole. En general todas las tostadas se veían muy bien. Vale la pena darse una vuelta por aquí. El museo de Frida Kahlo queda muy cerca (distancia caminable) se pueden coordinar ambos paseos para el mismo dia. ",,5,"Bonn, Alemania",27 de agosto de 2019,ago de 2019
La magia de un tianguis turistico,"La magia de este lugar te hace perderte entre los puestos con la mirada hacia todas partes, algo maravilloso",,5,"Torreón, México",5 de junio de 2019,may de 2019
Debes conocerlo!,"Definitivamente Coyoacán es un lugar mágico, pintoresco y muy familiar que debes visitar y su mercado con artesanías y comida es una joya.Los fines de semana se llena de vida y color. Un lugar definitivamente para visitar!En lo personal cada visita a CDMX  no debe faltar mi visita al mercado de Coyoacán",,5,"Ciudad Juárez, México",24 de mayo de 2019,mar de 2019
Compras de última hora y gastronomía típica,"Si quieres comprar algunos souvenirs antes de finalizar tu viaje, este puede ser un buen lugar.Además, hay un montón de puesticos típicos donde puedes probar la auténtica comida mexicana del día a día.",,5,"Da Nang, Vietnam",10 de mayo de 2019,may de 2019
Debes conocerlo!!!,"Es una visita a la cultura mexicana en cuanto a su gastronomía diaria y típica! Se encuentra buena comida, souvenirs típicos!!!",,5,"Bogotá, Colombia",5 de mayo de 2019,may de 2019
Fue lo mejor de ir a museo de frida kalo,"En la entrega venden unos tlacoyos espectaculares y las quesadillas y tacos woww y en la esquina no te pierdas los helados uffff limon con pepino, piña colada, mamey wooowww",,4,"Pereira, Colombia",28 de abril de 2019,abr de 2019
es un mercado bonito para visitar,"hay comida deliciosa y el mercado esta limpio y ordenado muy pintoresco, puedes encontrar variedad de comida y artesanias",,4,"Guanajuato, México",15 de abril de 2019,feb de 2019
Quesadillaa,Pidan las quesadillas a la plancha en el puesto doña lucha deliciosas y el sope de tinga no tiene nombreeeww de lo delicioso. El café de olla delicioso,,5,"Veracruz, México",14 de abril de 2019,abr de 2019
Comida corrida tradicional,"Variadas opciones de comida corrida dentro del mercado. Desde tacos, sopes y quesadillas, hasta tlayudas y todo tipo de antojitos tradicionales del interior de la república. Adicionalmente puedes conseguir dulces, semillas de todo tipo o elotes y esquites que para mayor disfrute pídalos con todo sobre todo si eres extranjero. No te preocupes si pica un poco, así sabe México. Suerte!",,4,"Miami, FL",6 de abril de 2019,mar de 2019
Variado,"En este lugar ubicado en un punto muy lindo de la ciudad puedes comer y comprar productos artesanales, al adentrarse en la plaza hay variados restaurantes para comer, incluso algunos más decorados y organizados dentro de la misma plaza, puedes encontrar mercado de plaza pero también artículos artesanales y tradicionales de México donde se pueden hacer las compras de souvenirs",,4,"Santa Marta, Colombia",26 de febrero de 2019,feb de 2019
Buena visita,"Si bien el mercado no resultó muy interesante, el barrio es muy apreciable para dar una caminata luego de la visita al Museo de Frida Khalo",,3,"Avellaneda, Argentina",13 de febrero de 2019,ene de 2019
Muy limpio,"Fui a comprar unas tostadas y me di cuenta que los pasillos estan bastante limpios y no hay tanto ruido ni ajetreo, te dejan comprar con tranquilidad y eso se agradece. Los baños creo cuestan 5 pesos y pues limpios pero nada del otro mundo. Recomendable para conocer mas de Coyoacan. ",,5,"Toluca, México",29 de enero de 2019,ene de 2019
Mercado típico de visita obligada,"Mercado típico, con puestos de abastos, otros de artesanía y varios de comida. Producto bueno a precios razonables (los de alimentación). Sólo pasear por el mercado y sus alrededores ya es una experiencia.",,4,"Madrid, España",17 de enero de 2019,ene de 2019
Muy bonita visita,Es un lugar que merece mucho la pena visitar para ver la variedad de productos que ofrece México. Muy buenos los frutos secos.,,5,Malaga,11 de diciembre de 2018,oct de 2018
Visita obligada ,"El mercado de Coyoacán es de esos lugares donde encontrarás regalos para todos los gustos, más caros más baratos, más típicos o más inusuales, incluyendo comida y dulces. Además está muy divertido de ver, muy colorido y puedes encontrar cosas típicas de casi todos los estados de Mexico. Merece mucho la pena verlo. ",,4,"Valladolid, España",8 de noviembre de 2018,nov de 2018
Encuentra de todo! ,"Un buen lugar en Coyoacán. Lugares para comer rico y barato. Conseguimos dulces típicos y souvenirs, hay diversidad de tiendas pequeñas y se consiguen cosas lindas y realizadas por artesanos locales ",,4,"Alajuela, Costa Rica",22 de septiembre de 2018,sept de 2018
Parada obligada,"Se dice que un mercado habla mucho del lugar en donde se encuentra. Este lugar tiene de todo un poco, además de lugares pequeños para comer (muy ricos y recomendados). Si eres de fuera de la ciudad y quieres ir a un mercado no muy grande, esta es buena opción. ",,5,,9 de septiembre de 2018,nov de 2017
Perfecto para comprar souvenirs.,"Sin andas dando una vuelta caminando por el centro de Coyoacan este es sin duda el mejor lugar para comprar recuerdos diferentes a los típicos souvenirs mexicanos. Encontraran licores finos, prendas elegantes de vestir, joyas y demás, a precios muy justos. Reciben tarjeta de crédito y es muy organizado.",,4,"Cali, Colombia",27 de agosto de 2018,ago de 2018
Hay de todo...,"Es un lugar que visito desde hace muchos años, si quieres comprar verduras, frutas, carnes, etc, etc. aquí lo encuentras, lo mejor es que también hay lugares para comer, de ellos, recomiendo las tradicionales tostadas de Coyoacán y especialmente Cokteleando, lugar de jugos, licuados, aguas frescas, pidan una chapata, sandwich o una ensalada, son generosas porciones, precio justo y muy pero muy saludables, en particular pidan para darle un toque picante el aderezo con piña y chipotle, es buenerrimo. En este mercado también encuentrarás ropa, disfraces, juguetes, moños para el cabello, artesanias, insisto ""Hay de todo...""",,5,"Ciudad de México, México",23 de agosto de 2018,ago de 2018
Un básico para visitar en Coyoacán ,"Es un lugar muy lindo, pintoresco, limpio con bastantes puestos tradicionales de un mercado, gran variedad de artículos, comida a precio accesible y deliciosa. Una gran cantidad de souvenirs de diferentes estados  de la República y de Frida Kahlo si eres su fan. Ambiente tranquilo  para ir a comprar comida o solo curiosear. ",,4,"León, México",30 de julio de 2018,jul de 2018
Me encantó!,"Luego de la casa de Frida, y a pocas cuadras, para allí partí. El lugar abre temprano por la mañana, pero recomiendo ir después de las 11 para que estén todos los puestos abiertos. Te querés comprar TODO. Excelentes precios, una variedad de productos (artesanías, dulces, condimentos, carnes, frutas y verduras, etc etc etc) impresionante. Punto aparte merecen los puestos de comida... hay muchos, y los precios irrisorios. Me quede con ""El carro"", donde probé las mejores carnitas de todo el viaje.",,5,"Provincia de Santa Fe, Argentina",21 de julio de 2018,may de 2018
Excelente lugar para conocer,"Es muy buen lugar para comer antojitos mexicanos y comprar artesanías.Me encantó el teatro callejero qué hay, los músicos tocando en la plaza, recorrer sus calles y ver sus artesanías.La catedral de Coyoacán es hermosisima",,5,"Ciudad de México, México",17 de julio de 2018,jul de 2018
Comida Tradicional,"Famoso por sus tacos, tostadas, quesadillas y cualquier otro tipo de fritanga, el mercado es buen lugar para probar el arte de la cocina callejera mexicana. Tambien hay variedad de frutas y verduras.... Deben probar las clásicas tostadas, el mayor atractivo del mercado.  ",,5,"Bogotá, Colombia",4 de junio de 2018,may de 2018
MERCADO MUY MEXICANO,"Nos encanta este mercado colorido lleno de mexcico magico las tostadas muy recomendadas y la fruta, dulces, artesania. Es un lugar que no te puedes perder",,5,,28 de mayo de 2018,dic de 2017
TIPICO MERCADOARTESANAL,"Un lugar muy pintoresco, lleno de artesanias de todo tipo y precio, ropa tipica y especias, vale la pena el vistarlo ya que uno encuentra la escencia del pueblo.",,4,"Cochabamba, Bolivia",23 de mayo de 2018,may de 2018
encontras de todo!!!,"me encantó este mercado, desde regalos, juguetes, ropa, condimentos, comida, flores y chocolates. la atención es muy amable y encontras cosas que no imaginas.",,5,"Rosario, Argentina",19 de mayo de 2018,abr de 2018
SUPER LINDO!!!,"es un mercado de artesanias que tiene de todo! mucha cultura de mexico, pero tambien tiene variedades de frutas y verduras! a mi me gusto mucho! la comida tambien esta muy buena! y de ahi podes difrutar de lo lindo de coyoacan!",,4,"Buenos Aires, Argentina",25 de abril de 2018,feb de 2018
Mucha Artesania,"Un buen lugar para poder adquirir alguna bella artesanía a buen precio, no duden en visitarlo y maravillarse con su variedad de productos.",,4,"Playa del Carmen, México",19 de abril de 2018,abr de 2018
Otro mercado como muchos No se dejen engañar,Hay que ser objetivos: es un mercado como muchos de la ciudad solo que este tiene precios abusivos. No se dejen engañar. Y la persona q dijo que comió garnachas le comentó que eso no es desayunar. Hay opciónes mejores muchísimo mejores que aquí.. ,,1,"Ciudad de México, México",1 de abril de 2018,abr de 2018
Espacio irregular,"Es un mercado que se ha inventado como algo folclórico y eso ha provocado situaciones extremas de costos; puede ser caro o muy caro a comparación de otros sitios. la comida igual, la com9da del mar tiene precios como de restaurante de 5 estrellas",,4,"Ciudad de México, México",19 de marzo de 2018,mar de 2018
Para comer muy rico.,"Muy pintoresco!!  Comida deliciosa y económica. Tiene variedad de alimentos, especias para comprar y  llevar de regreso a tu país. ",,5,Ecuador,18 de marzo de 2018,oct de 2017
Otro mercado más...,Otro mercado más de los tantos que verás en Ciudad de México y aledaños. Los precios son mas caros que en CDMX.Igual vale la pena darse una vueltita para conocerlo si vas a Coyoacán.,,3,"Montevideo, Uruguay",13 de marzo de 2018,nov de 2017
"esencias, sabores, artesanias","es un mercado de carnes, vegetales , frutas, hay lugares donde comer si soportas comer en un mercado, pero pocas artesanias, eso me dejo triste, es mas las cosas prefabricadas que lo que realmente encuentras de artesanos. siendo tan rica la artesania mexicana",,3,Panamá,5 de marzo de 2018,feb de 2018
DESAYUNE RICO,"Yo desayune en el mercado antes de ir al museo de Frida Kahlo,hay de toda la comida para todos los gustos y bolsillos, yo comí una quesadilla de panzita, una de huitlacoche y una de cecina pero la verdad quisieras probarlo todo!!",,5,"Guadalajara, México",5 de marzo de 2018,ene de 2018
Lugar perfecto,"Este mercado es típico de Coyoacán, la comida es riquísima y muy barata, recomiendo un lugar que se llama Carmelita de garnachas, es súper económico y la comida es la más deliciosa del lugar. Cuenta con estacionamiento pequeño, está techado y es limpio. Encuentras desde frutas y verduras, restaurantes, plantas, hierberias, ropa. 100% recomendable.",,5,"Monterrey, México",6 de febrero de 2018,feb de 2018
¡Encontrarás (casi) de todo!,"Pasamos largo rato en este Mercado y lo disfrutamos mucho. Visitar los mercados locales es algo imperdible al viajar. Puedes encontrar de todo: artesanías de varias regiones de MX, disfraces, ropa, zapatos, artículos de uso diario, frutas/vegetales y comida. También muchas opciones de comida recién preparada y lo mejor es que los puestos se veían muy limpios y ordenados. Solo aceptan pagos con efectivo y tengan cuidado al tomar fotos ya que a algunos puestos no les gusta que lo hagan sin pedir permiso. Lo recomiendo!",,5,"Ciudad de Panamá, Panamá",28 de enero de 2018,ene de 2018
