Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Bonito y cuidado,Evitar ir el fin de semana por aglomeraciones. Si vas  en mayo lleva ropa fresca porque el calor puede ser excesivo. Zona segura,,4,,17 de mayo de 2024,may de 2024
Es enorme,"Nunca había venido, y quedé realmente sorprendido. El bosque es sumamente enorme y tiene una gran variedad de actividades por hacer.",,5,,9 de abril de 2024,feb de 2024
Gran parque con muchas atracciones.,Visité el Parque Chapultepec durante mi reciente visita a la Ciudad de México. En el parque se encuentran tanto el Museo de Antropología como el Castillo de Chapultepec. Ambos lugares valieron la pena visitar y el parque en sí cuenta con un lago y bosques con muchos senderos y el Paseo de la Reforma que lo atraviesa. Una de las mejores cosas que vi fue una exhibición de fotografías en la cerca que representaba el levantamiento zapatista en Chiapas en la década de 1990. Las fotografías fueron retratos increíbles e hicieron que mi caminata fuera más interesante.,,5,"Ottawa, Canadá",20 de marzo de 2024,feb de 2024
Gran día con toda la familia.,"¡Gran parque para pasar todo el día! ¡Zoológico, lago, castillo! ! ¡Fue increíble! ¡Un consejo! Allí se venden muchos souvenirs que son mucho más baratos que en cualquier tienda de souvenirs).",,5,,12 de marzo de 2024,mar de 2024
Bello,"Me gusta salir a caminar solo y este es uno de mis spots favoritos, es tan relajante y muy grande que siempre ver cosas nuevas.",,5,,4 de enero de 2024,nov de 2023
Gran lugar para visitar cuando estés en CDMX.,"Definitivamente un gran lugar para visitar. El parque es enorme y tiene muchas cosas que hacer para pasar todo el día. Lo disfrutamos, visitamos el lago y compramos entradas para el castillo a partir de hoy $90 pesos mexicanos por adulto pero valió la pena. Lo recomiendo mucho especialmente para familias con niños.",,5,"Houston, TX",6 de diciembre de 2023,dic de 2023
Parque.,"Enorme parque urbano, el mayor de Ciudad de México, con más de 4 km2, un invernadero, lagos, puestos de comida ambulante y varios museos. La mayoría de las grandes atracciones están en la 1ª sección, pero merece la pena ver también la 2ª sección. Es un sitio ideal para pasar el día. Acceso gratuito.",,4,"Madrid, España",26 de noviembre de 2023,oct de 2023
verde," es como todo en esta ciudad enorme  , tiene 4 pabellones de distintos paises ,el castillo , un lago, pequeños teatros y esculturas , hay donde conseguir pequeñas cosas que comer ",,5,"La Paz, Bolivia",25 de noviembre de 2023,nov de 2023
Lindo,"Está hermoso, parece como Central Park de Estados Unidos, conectas con la naturaleza y hay muchas cosas que hacer.",,5,,12 de octubre de 2023,ago de 2023
Parque Chapultepec,"¡Este es un gran parque justo en el medio de la ciudad! Me encantó toda la vegetación. Me impresionó mucho lo limpio que estaba. Había toneladas de vendedores en los pasillos instalados debajo de sus carpas azules. Unos vendían aguas, otros comida callejera, y por supuesto otros souvenirs. Aquí encontramos los precios más baratos en camisetas de recuerdo. Cerró al amanecer y los guardias de seguridad que atienden las puertas no te dejarán entrar. ¡Definitivamente es una visita obligada!",,5,"Mission, TX",3 de agosto de 2023,jul de 2023
Interesante,"El mayor parque urbano del Hemisferio Occidental. Alberga diversos museos, un zoológico, un jardín botánico, y varios lagos y esculturas. La mayor parte del lugar es seguro, aunque hay zonas menos transitadas.",,4,"Las Palmas de Gran Canaria, España",28 de julio de 2023,ago de 2022
Oasis en medio de una enorme ciudad,"Este parque es un pequeño oasis en medio de una ciudad tan enorme y agitada, permite además de tener contacto con la naturaleza disfrutar de los varios atractivos que hay en este, como museos, un lago, ventas de diferentes mercancías y el observar las actividades que allí se realizan. Un lugar de relax, pero con la exigencia de caminar bastante.",,5,"Bogotá, Colombia",26 de junio de 2023,dic de 2022
Asombroso,"Estoy asombrado por el tamaño y la belleza de este parque.Antes de ir leí que no tenía nada que envidiar a otros parques famosos y es completamente ciertoEsta parte tiene muchos lugares importantes, muchas áreas verdes, innumerables actividades, es fácil llegar y te sientes completamente seguro mientras estás allí.Algo que diré es que hay muchos negocios informales y callejeros por todas partes. No quiero preocuparme por las personas que quieren ganarse el pan, pero algunas áreas se vuelven ruidosas, abarrotadas y desagradables para caminar.En general, un hermoso lugar. México debe estar orgulloso de tener esa zona verde y mando lo bien tratada que está.",,5,"Santo Domingo, República Dominicana",12 de junio de 2023,mar de 2023
Precioso parque con muchas paradas agradables para niños.,"En todo el recorrido en bicicleta por la ciudad que hicimos, nos sentimos más seguros en este parque. Menos gente caminando, mucha gente en el césped disfrutando, me hizo sentir como en Central Park en Nueva York. Buen trabajo al gobierno mexicano por mantenerlo limpio, seguro y agradable para todos. También hay muchas paradas agradables para que los niños aprendan sobre diferentes animales.",,5,"Manila, Filipinas",9 de junio de 2023,jun de 2023
Una esquina de paz,Un parque limpio con muchos actractivos culturales y en el medio de la naturaleza y de una grande ciudad. Mejor que el Central park en New York ,,5,"Maspalomas, España",7 de junio de 2023,jun de 2023
Precioso parque y castillo,"Me encantó este parque y el castillo. Había mucho más en oferta de lo que pensé originalmente, así que definitivamente regresaré. Aparcar alrededor era difícil de encontrar.",,5,"Nuevo Brunswick, Canadá",5 de junio de 2023,may de 2023
Debe hacer cuando en México DF,"Debe ver en la Ciudad de México, este es un gran parque para hacer turismo y observar a la gente. Visite el castillo y disfrute de la arquitectura.",,5,"Montreal, Canadá",25 de mayo de 2023,jun de 2022
Parada Obligatoria ,"Hermoso. Parada obligatoria en CDMX. Muy limpio y da mucha paz. Alquilamos unos botes de pedal en el lago, super interesantes y muy buen momentos. Hay muchos kioscos de ventas de artesanías y comidas. Si vas no dejes de probar las papas con limón y sal (le ponen muchas cosas, pero solo la elegi asi).",,5,"Santo Domingo, República Dominicana",18 de mayo de 2023,may de 2023
Bonito parque tranquilo con un ambiente mexicano.,Bonito parque tranquilo con un ambiente mexicano. Estratégicamente ubicado en el centro de la Ciudad de México. Un buen lugar para visitar si tienes tiempo libre.,,5,"Bogotá, Colombia",16 de abril de 2023,abr de 2023
Una zona verde agradable pero un poco decepcionante.,"Sentimos que el área estaba exagerada. Una zona tranquila con árboles y lagos, pero no exuberante. Ardillas y pájaros. Sin embargo, no hay cafés (a menos que estén en el área por la que tienes que pagar), solo puestos de comida chatarra. Estábamos seguros de que podrían hacer más de eso.",,3,"Wakefield, UK",9 de abril de 2023,feb de 2023
Precioso parque: ¡no se puede hacer todo en un día!,"El parque es enorme: los mapas de Google no te dan una idea real de su tamaño, que es más del doble que el Central Park de Nueva York. Definitivamente no puedes verlo todo en un día. En el extremo norte, cerca del Museo Nacional de Antropología, hay un pequeño lago con botes de pedales para alquilar, puestos de comida y puestos de souvenirs. Más allá de eso, hay grandes áreas de árboles (bosque). En el extremo suroeste del parque se encuentran Los Pinos, residencias presidenciales. Es una caminata muy larga para llegar allí, y no nos pareció nada interesante. Los edificios no eran nada especial; los que vimos no estaban amueblados pero tenían algunas exhibiciones de arte al azar. La mejor parte del parque es el Castillo de Chapultepec, que se encuentra en la esquina noreste del parque y es una excursión de un día completo por sí solo.",,5,"Puerto Vallarta, México",6 de abril de 2023,abr de 2023
Árboles verdes y secuoyas en medio de la ciudad.,"Caminamos y encontramos vendedores de comida, flores, árboles, un zoológico, un lago y un jardín botánico, todo en los terrenos. fue maravilloso y tranquilo. Hay una exposición de carteles por todas partes. Hay majestuosas secoyas en el medio en algún lugar que son una sorpresa para ver. Hay muchos bancos bellamente colocados para sentarse y simplemente disfrutar del ambiente sereno y verde.",,5,,16 de marzo de 2023,mar de 2023
Gigante,"Es un bosque/parque muy grande, descubrí que tienen renta de bicicletas gratis, lo cual me parece una buena forma de recorrerlo todo.",,5,"Lima, Perú",16 de febrero de 2023,dic de 2022
El pulmón de CDMX,Es un extenso bosque con múltiples actividades para hacer en familia.  En el se encuentran el castillo y el zoologico del mismo nombre.,,5,"Cartagena, Colombia",13 de febrero de 2023,nov de 2022
Chapultepec,Un parque cerrado ubicado cerca de varias atracciones turísticas de primer nivel. Es un bonito parque que ofrece un respiro en un día caluroso.,,4,"Calgary, Canadá",20 de enero de 2023,dic de 2022
La peor comida jamás,"Tenga cuidado con los vendedores de comida dentro de Chapultepec. La mayoría de los menús no tienen precios y la comida es horrible. Le cobran de más a la gente porque sus menús no tienen precios impresos, la arrachera la reemplazan por bistec barato y cobran $160 pesos, las aguas frescas cuestan $70 pesos, ahorren su dinero el pozole sabe fatal. (Español) tengan cuidado con los puestos de comida adentro de Chapultepec los men s no tienen precio entonces ellos te cobran lo que ellos quieren y la comida es mal sima no desperdicies tu dinero en estos puestos, la comida en Coyoac n es mucho mejor ya mejor precio estos lugares son un fraude.",,1,,20 de enero de 2023,ene de 2023
Ideal para una cita,"El Bosque de Chapultepec siempre será garantía para pasar un buen rato. Hay muchas cosas que hacer, como ir a los museos o subirse a las lanchas.",,5,"Ciudad de México, México",17 de enero de 2023,oct de 2022
¡Mucho que hacer!,"Al crear actividades junto con cosas que hacer y ver, ¡este parque lo tiene todo! ¡Disfruté de los botes de remo relajantes de una hora, los museos, el paseo relajante y los muchos vendedores que venden tantas cosas! Este parque tiene baños, un Starbucks, comida, ¡todo para pasar un día perfecto!",,5,"Chicago, IL",14 de enero de 2023,ene de 2023
"Gran parque, bien mantenido.","Nada único en términos de parques, pero caminar por el parque tranquilo y bien mantenido fue un gran alivio del bullicio agitado y las multitudes de MC.",,4,,3 de enero de 2023,dic de 2022
Un momento para desconectar de la ciudad,"Lugar para ir a descansar, relajarse, caminar entremedio del frondoso bosque, con hitos como el castillo y el museo de antropologia. totalmente recomendable, disponer al menos de un dia completo para recorrer todo, incluyendo el castillo y los musesos.",,5,"Santiago, Chile",13 de diciembre de 2022,nov de 2022
No te pierdas este enorme parque,"El mejor lugar para pasear, correr, solo respirar, donde puedes encontrar muchos lugareños. Necesitarás al menos unas 3 o 4 horas para pasear y visitar todos los lugares arquitectónicos y museos de allí.",,5,"Oporto, Portugal",14 de noviembre de 2022,dic de 2021
"¡Impresionante! ¡Lleno de vida, naturaleza y arte!","Fui en 2014 y nuevamente este año en 2022. Gran parque, tiene algo para todos. Repleto de naturaleza, recreación, arte, cultura y muchos museos en los alrededores. ¡Muy recomendable para visitar y ver a dónde te lleva el día!",,5,"Escazú, Costa Rica",23 de octubre de 2022,oct de 2022
Gran parque,Esta fue una experiencia muy agradable y bonitos jardines. El lago con los botes a pedal se veía genial. También puede salir del parque y dirigirse a la Estatua de la Independencia y luego dar la vuelta para explorar más jardines.¡Trae un almuerzo y simplemente relájate!,,4,"Phoenix, AZ",12 de septiembre de 2022,sept de 2022
Un lugar precioso!,"Visité el Bosque de Chapultepec durante un viaje familiar en Julio de 2022.  Apenas pudimos ver dos lugares (el Museo de Antropología y el Zoológico) y nos quedamos con ganas de conocer más.  Fácilmente tiene 15 lugares que vale la pena conocer.   La gente fue sumamente amable en todos los lugares, incluyendo los vendedores de tramos que se colocan sobre las aceras.  Una muy buena experiencia.",,5,"Heredia, Costa Rica",1 de agosto de 2022,jul de 2022
Muy recomendable,"Parque muy grande, muy lindo en la CDMX. No estoy seguro de qué tan grande es, pero generalmente me toma 45 minutos hacer un círculo alrededor del área cerrada. Muchos lugares para sentarse y disfrutar de los hermosos árboles. Es divertido ver los puestos de vendedores. En la parte exterior del parque hay muchos perros lindos para observar. La entrada es gratuita y está cerca de muchos otros sitios que vale la pena ver. Es un requisito.",,5,,31 de julio de 2022,abr de 2022
"Hermoso Parque, Alta Rec.",Que hermoso parque También cuenta con un castillo en los terrenos. Boletos en la taquilla de allí.¡Cdmx realmente entiende cómo mantener una ciudad verde!,,5,"Houston, TX",28 de julio de 2022,jul de 2022
Enorme parque gratuito y espacios verdes,"El jardín y las fuentes de agua, había pequeñas ardillas grises por todas partes que comían de tu mano. Muy bien cuidado y limpio, muchos lugares para parar y descansar.",,5,"Isla de Vancouver, Canadá",26 de julio de 2022,feb de 2022
Un sitio de naturaleza en medio de la ciudad,"El bosque es un interesante sitio para disfrutar de la naturaleza y de espacios en calma.  Puedes dar un recorrido rápido en el trenecito y conocer los sitios más llamativos y a partir de allí decidir hacia a  donde quieres caminar.Evita las corredores de las ventas pues son sitios con mucha gente y se pierde la tranquilidad.Las opciones de comida dentro del bosque son asociadas a espacios callejeros, puedes llevar tu comida lo que facilita la alimentación.Los baños dejan algo que desear por la concurrencia de gente y para ingresar debes pagar 5 MXN.Hay sitios de interés para grandes y chicos como el Museo de historia natural, el museo de antropología, las tirolesas, los lagos, el audiorama y demás.Vale la pena visitarlo y hasta hacer un picnic.",,4,"Cali, Colombia",19 de julio de 2022,jul de 2022
parque limpio,Parque muy bonito y limpio. Había vendedores de comida y bebida para refrescarse. Buen lugar para relajarse fuera del negocio de la ciudad.,,5,"Plano, TX",16 de julio de 2022,mar de 2022
Sublime bello bello bello,"Sublime beli bello bello , si visitas cmdx de verdad es algo que tus ojos deben de ver por lo menos una vez en la vida , sus árboles sus animalitos , la comida !!!!! Wouuu definitivamente ese paisaje es majestuoso, ya estando hay visita el castillo ai es que te da tiempo en elMismo día ya qué hay mucho que ver , yo me enamoré de laComida callejera , que si bien debes de tener un estómago entrenado por el picante súper vale la pena , loa insectos que tiene ahora de Expo están súper lindos y los baños están muy muy impecables , llevaré unas bellas fotografías de este majestuoso bosque que sin duda alguna queda en tu memoria",,5,,21 de junio de 2022,may de 2022
Gran bosque!,"Es un gran bosque, especial para caminar solo o acompañado. Hay un bello zoológico gratuito, bien demarcado, ordenado. Lleno de señaléticas, reseñas y demases. En el bosque hay varias actividades como tirolesa, casa de los espejos, juegos para niños y locales de comida. Nos encantó.",,5,"Punta Arenas, Chile",11 de junio de 2022,jun de 2022
Gran parque y es gratis.,"Este parque es enorme y es el lugar frecuentado por muchas familias locales y turistas por igual. Me recordó a Central Park en Nueva York, donde uno puede sentarse y observar a la gente, comer, beber, relajarse en el césped y andar en botes de remos. Íbamos camino al Castillo pero bloquearon el camino antes del atardecer.",,5,"Los Ángeles, CA",27 de mayo de 2022,may de 2022
"Parque de Chapultepec: Exhibiciones de arte de América Latina, África y Asia. Esta semana, una amplia gama de arañas, entre otras en","Realmente un parque increíble. También alberga una variedad de muestras de arte nacionales e internacionales. Esta semana incluyó una serie increíble de Asia, África y América Latina.",,5,"Chicago, IL",17 de mayo de 2022,may de 2022
Monte Chapulin,"lugar para disfrutar de la naturaleza mientras descubre la inmensa varidad de arboles y las diferentes construciones que hay, museos y palacios son sus vecinos",,5,"Cali, Colombia",3 de mayo de 2022,may de 2022
Muy lindo,"Es un parque gigante donde hay de todo, zoológico, acuario, castillo, comidas y naturaleza. Visita obligatoria ",,5,"Bogotá, Colombia",17 de febrero de 2022,dic de 2021
El pulmón del DF,"Agradable sitio para caminar y olvidarse de todo el trajín de la ciudad, aunque tiene espacios muy amplios las personas se aglomeran en las entradas abarrotadas de ventas. No disfrutamos mucho por el asedio de los vendedores y los que ofrecen la comida. ",,4,"Medellín, Colombia",3 de febrero de 2022,ene de 2022
Empezar por el Museo de Sitio,"En el Museo de Sitio y Centro de Visitantes ofrecen visitas temáticas guiadas gratuitas. Nuestra guía, Carolina, nos enseñó con pasión y gran preparación una parte del bosque, aprendimos mitos y leyendas, historia y cultura. Recomiendo informarse ahí y por supuesto visitar el museo, para poder comprender mejor el bosque y disfrutarlo.",,5,,29 de enero de 2022,ene de 2022
Enorme parque urbano,"Este es un parque enorme con mucho que hacer: lagos, tiendas, museos, esculturas, etc. Sugerimos ir al centro de visitantes que tiene exhibiciones en inglés que explican la historia del área. Está cerca del Museo de Sitio.",,5,"Seattle, WA",29 de enero de 2022,ene de 2022
"Bueno, pero no sin sus problemas.","Es genial tener este ENORME parque en medio de esta ciudad mucho más grande. Hay muchos caminos, muchos árboles y muchos bancos. El problema es que no está tan bien pensado en el diseño, y demasiado es turístico descarado en lugar de reflejar el área en sí. Gran parte tampoco se mantiene o tiene cercas antiestéticas que bloquean algunas áreas que también se alejan de la estética. Tampoco me importa pagar cinco pesos por una letrina, pero debe tener agua, jabón y algo para secarse las manos.",,4,"Albuquerque, Nuevo Mexico",23 de enero de 2022,ene de 2022
Genial,Gran lugar: maravilloso respiro del ajetreado desorden de la vida de la ciudad. Extenso con buenos lugares para visitar y pasear.,,4,"Bogotá, Colombia",29 de diciembre de 2021,dic de 2021
Visita obligada ,"ACTUALIZACIÓN  19-12-2021sigue siendo una grata experiencia. Se ve más concurrido y sigue siendo gratuito, variedas de comida y atracciones  visitarlo es sin duda una grata experiencia.Nota. Lleva tu gel y desinfectante  ya que casi no hay porbla zona y hay bastante afluencia  de personas y claro  no quitarte  el cubrebocas si no es necesario =======≈===========================Un lugar bastante genial para ir a caminar y hacer ejercicio, además que puedes hacer diferentes  actividades  incluso pasar un tiempo en familia. Lugar tranquilo,  puedes pasar sin costo, lo malo que hay poca seguridad.  Relativamente  no vi policias. Y poco señalamiento  para decir donde se encuentran  las salidas.  Por lo demás muy reci visitar. No te arrepentirás",,5,"La Paz, México",20 de diciembre de 2021,dic de 2021
parque grande y hermoso,"Parque muy grande y hermoso, uno de los parques más grandes de América Latina. Es un gran lugar para pasar el rato con amigos de la familia. Hay muchos vendedores y restaurantes. También puede alquilar un barco en el lago.",,5,"Wilmington, Carolina del Norte",17 de noviembre de 2021,nov de 2021
gran parque,"Definitivamente un sitio de visita obligada en la Ciudad de México. Es un parque maravilloso y pintoresco que está muy limpio, organizado y con Wi - Fi gratis. El Museo de Antropología y el Castillo son atracciones clave. También hay un lago donde se pueden alquilar botes. Es accesible a través del Metro.",,5,"Miami Beach, FL",11 de noviembre de 2021,nov de 2021
hermoso,"Muy hermoso requiere de un único día para conocer todas las bellezas de Chapultepec , no asistan a la casa de los espejos , esperaba fuera lago mejor pero esta largo y quita tiempo y no es lo que uno espera.",,5,,18 de octubre de 2021,oct de 2021
Increible,"Un lugar, mas bien tres lugares y uno nuevo en Lomas que recientemente inauguro el gobierno de CDMX, tiene absolutamente todo, museos, lagos, zoologico, restaurantes de diferentes precios y opciones todos buenos, pista para correr El Sope, etc, muy recomendable una gran obra de gobiernos honestos",,5,"Ciudad de México, México",15 de octubre de 2021,sept de 2021
Precioso parque con baños limpios y ambiente justo.,"Visité el parque un domingo, que es probablemente el día más ocupado para ir.Me sentí aliviado al descubrir que había baños públicos fáciles de encontrar disponibles por el módico precio de $5 pesos.No esperaba que el lugar estuviera lleno de vendedores, espectáculos secundarios y gente gritando para llamar mi atención. Tenía un ambiente de feria debido a los puestos que vendían algodón de azúcar, pintura facial, bocadillos y juguetes baratos. Incluso había comediantes de espectáculos secundarios tocando en las calles en las áreas grandes.El parque es hermoso. El primer tercio del parque es el más Interesante y donde están todos los museos.",,4,"San Francisco, CA",28 de septiembre de 2021,sept de 2021
El Central Park de CDMX,"Un espacio para caminar solo, en pareja o en familia.Seguro, bien resguardado y si tienes suerte podrás jugar con las ardillas.",,5,"Tarija, Bolivia",6 de septiembre de 2021,ago de 2021
Buen lugar,"Buen lugar para correr o divertirse, no necesita dinero para ingresar y disfrutar de la estadía, hay muchas cosas escondidas dentro del bosque y debe tratar de encontrarlas:)",,4,"Naucalpan de Juárez, México",5 de septiembre de 2021,sept de 2021
visita a DF,"nos recomendaron ir a visitar este parque y es muy grande, con muchos arboles y un espacio de esparcimiento para todo el mundo; sin embargo tristemente se ve que tuvo mejores épocas, esta descuidado, sucio y es abrumadora la cantidad de vendedores por todo el camino. El zoológico aunque lindo también se ve un poco descuidado y lo de la vista de los pandas es un completo fraude, no se ven por ningún lado, una mini ventana con rejas y a lo lejos se ve algo blanco que medio se mueve y eso es todo.",,3,,29 de julio de 2021,jul de 2021
Lugar histórico,Cómo rutina diaria para despejar la mente y  respirar del trabajo todas las mañanas  visitamos este gran parque  ahora con las medidas necesarias volveremos a disfrutar de este hermoso parque,,5,"Ciudad de México, México",26 de mayo de 2021,jun de 2020
Un ambiente para toda la familia,"Es un maravilloso lugar para dar un paseo en familia y sin duda alguna el estar en este lugar te dan ganas de visitarlo más de una ocasión, aunque lamentablemente necesitas más de un día para recorrerlo  por completo, pero sin duda alguna es un hermoso bosque.",,4,,25 de mayo de 2021,mar de 2021
Ambiente familiar,"Me parece un buen lugar para ir con la familia, poder degustar de ciertos aperitivos que venden en el lugar, el poder disfrutar de la naturaleza fue una experiencia sorprendente. Puedes pasar el diferentes museos que existen dentro de la zona, e incluso puedes disfrutar de los animales que se encuentran en el zoológico. Muy buen lugar para ir a pasear y distraerse un rato.",,4,"Ciudad de México, México",23 de mayo de 2021,oct de 2020
precioso parque,"Este parque gratuito es ideal para correr o caminar, ver algunas ardillas o traer comida y hacer un picnic, también hay puestos de comida cerca del lago",,4,"Ámsterdam, Países Bajos",5 de mayo de 2021,may de 2021
Gran Experiencia en la Estacion Mexico Chapultepec Park con Leon,"SOBRE EL TOUR DE Chapultepec: Disfrutamos escuchando la larga historia y la interesante cultura de Chapultepec en un tour de los sábados a las 11 a. m. por la mañana con LEON. Este recorrido podría haber sido fácilmente un recorrido en bicicleta o un recorrido a pie. El parque tenía un ambiente similar al típico Central Park de la ciudad de Nueva York con muchos lugareños disfrutando de la naturaleza y trotando o andando en bicicleta por el parque. Hubo muchas oportunidades excelentes para selfies y groupies. El castillo del siglo XIX fue cerrado. El guía turístico León llegó en bicicleta para estar listo en caso de que los visitantes quisieran un recorrido en bicicleta en lugar de caminar. Elegí hacer un recorrido a pie por el parque. Al final del recorrido almorzamos en el puesto de comida del parque.Recomiendo encarecidamente este recorrido para hablantes de inglés y Leon explica muchas cosas sobre el parque y su vida personal con una pasión INCREÍBLE y un profundo conocimiento de la historia y la cultura de su país. El guía turístico fue fácilmente visto con las CAMISAS ROSADAS y, en general, la falta de turistas EXTRANJEROS a principios de 2021.Escuchó, entendió y respondió todas mis preguntas con GRAN ATENCIÓN A LOS DETALLES y me hizo sentir muy a gusto durante todo el recorrido.SOBRE MOVERSE EN LA CIUDAD DE MÉXICO a principios de 2021:Durante gran parte de enero de 2021 muchas de las estaciones del Metro/Subte de la Ciudad de México (Líneas 1, 2 y 3) no estuvieron funcionando, por lo que la forma más económica y conveniente de moverse es usando Metrobus o sistemas de autobuses con una tarjeta de autobús de 21 pesos. El TOUR MAP de Estación México brindó excelentes ideas sobre cómo moverse por la ciudad sin depender demasiado de los taxis o Ubers. Creo que los transbordos entre subterráneos son GRATIS pero entre buses o bus y metro/metro NO SON GRATIS.Afortunadamente para este recorrido, solo tuve que viajar en 1 metrobús de dos pisos de la línea 7 desde Misterios hasta El Ángel o Ángel de la Independencia, por lo que resultó ser muy conveniente para mí. En lugar de pagar 50 - 60 pesos por un taxi de ida o Uber, solo pagué 6 o 7 pesos o 12/14 pesos con una transferencia de autobús.Muchas personas locales no hablan bien el inglés, por lo que es posible que deba usar el español si se pierde en el camino a diferentes lugares. Afortunadamente recordé cómo usar mi español de mis días en la universidad.SOBRE PRESENTARSE A LA GIRA ESTACIÓN MÉXICO:Elegí Estación México porque ofrecían reservaciones en internet la noche anterior al tour y había cupos disponibles. Casi todas las otras compañías de recorridos a pie gratuitos no tenían reservas disponibles cuando buscaron la noche anterior.La mejor manera de comunicarse con esta empresa Estación México fue a través de Whatsapp. Si no hay comunicación además de la reserva por Internet, el recorrido podría cancelarse sin previo aviso o podría comenzar temprano sin usted.",,5,"Las Vegas, NV",28 de enero de 2021,ene de 2021
Una Tarde en el Bosque de Chapultepec,"Precioso parque con muchas actividades para caminar si quieres. Fui aquí durante el apogeo de la pandemia cuando la mayoría de los puestos de vendedores estaban cerrados. Por mi vida, me pregunto cómo se ganan la vida los vendedores aquí porque hay muchos de ellos.El parque tiene un hermoso lago. Área muy grande para aquellos que les gusta caminar.",,5,"Brooklyn, Estado de Nueva York",18 de enero de 2021,dic de 2020
Desconexión de la ciudad,"Fui con mi novio en octubre.Nos encantó, a pesar de que no hay acceso a las atracciones principales debido al covid, es un lugar muy agradable para salir de la ciudad y liberar la mente, pasarla increíble con la naturaleza y ver diferentes escenarios a través de ella.",,5,"Cancún, México",13 de diciembre de 2020,oct de 2020
Hermoso!!!,"Este un lugar que pienso visitarlo mas de una vez, creo que se necesita más de un día para poder visitarlo por completo, hay un montón de especies de arboles, aves y muchas y hermosas ardillas.Perfecto para ir a meditar, un picnic, pasear, hacer ejercicio, relajarse, etc.Ojo! Muchos de los atractivos que hay dentro están cerrados; yo intente entrar al castillo de Chapultepec y al Zoo y estaban cerrados.Sin embargo vale la pena visitarlo.",,5,"La Paz Department, Bolivia",10 de diciembre de 2020,dic de 2020
