Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Un lugar edificante espiritual rodeado de historia...,"Esta es una Basílica especial que demuestra la historia de la conversión de los nativos americanos a la fe cristiana. Hay cientos de años de arte religioso y arquitectura aquí. Este es un sitio de peregrinación top 5 para católicos. Como todas las Iglesias Chistianas está abierto a todos y es gratuito. Lo mejor es comenzar en la estación de metro La Villa para una bonita vista de la entrada. El viaje de un día y caminar incluye la Basílica, la Estación de Bendición, servicios por hora, el Baptisterio, 6 grandes capillas históricas, un convento, la subida a la colina hasta la primavera, 1000 pinturas religiosas y bronces, dos museos, la procesión de fuentes, el jardín, la torre del reloj de la historia y el milagro revelan. El muro tiene las estaciones de la cruz de Jesús como Jerusalén en Tierra Santa.",,5,"Coldfoot, AK",4 de julio de 2024,jul de 2024
La Basílica de Santa María de Guadalupe,Hermosa Iglesia para visitar a tu llegada a la Ciudad de México. Tienen tiendas fuera de la iglesia y pequeños restaurantes para comer. No ves pasar el tiempo volando cuando caminas y disfrutas del paisaje.,,5,,19 de junio de 2024,jun de 2024
"Despues del Vaticano, Guadalupe.",Alli podemos ver la devocion de la gente por la patrona de Mexico. No se pierdan las estatuas donde se narra la historia de Juan Diego.,,5,"Montevideo, Uruguay",27 de mayo de 2024,may de 2024
La basílica proporcionó un recorrido en inglés organizado con anticipación.,"Antes de nuestra primera visita, reservé un recorrido privado para nuestro grupo de 3 parejas a través del sitio web de la Basílica. Puede comunicarse con la Sra. Gabriela en visitasguiadas@inbg. mx - ella es una voluntaria de habla inglesa para la Basílica - solicita que se haga una donación económica muy modesta en la oficina de la Basílica al inicio del Tour.Realmente valió la pena contar con la visita guiada de Gabriela por todo el complejo. Tenga en cuenta que hay elevaciones que escalar (3 en nuestro grupo optaron por no subir a la cima de la colina para ver la Parroquia de los Indios), ¡pero vale la pena el esfuerzo!Todos somos católicos y después de nuestro recorrido asistimos a Misa a las 4 pm en la antigua Basílica.Al finalizar el recorrido, Gabriela entregó a cada pareja un paquete de información adicional. Tenga en cuenta que NO puede llegar tarde a su hora asignada, nuevamente, porque ella es voluntaria. Y también decidimos darle una generosa propina a Gabriela por su tiempo y orientación.Tenga en cuenta que ese día tuvimos un maravilloso conductor privado que trajo a nuestro grupo desde el Museo de Antropología hasta la entrada de la Basílica y nos esperó. Habla muy bien inglés y conduce un vehículo grande y cómodo para nuestros 6. Vea mi reseña del Gran Hotel para conocer su información de contacto.Además, tómate más de 2 horas (nosotros pasamos 3 y ¡ojalá tuviera más tiempo! ) para visitarlo.Por último, por favor, vístase de manera MODESTA ya que este es un lugar de iglesias consagradas.",,5,"Houston, TX",28 de abril de 2024,abr de 2024
Una parada obligada para todos y cada uno de los cristianos.,"Es una peregrinación para los católicos y un testimonio para los incrédulos. Verás la evidencia del milagro real... para los fieles. Para los escépticos, tal vez sea hora de reconsiderar y explorar la historia y revisar el conocimiento.Lea sobre el milagro y la importancia de esta basílica antes de su visita, especialmente si no va acompañado de un guía turístico de confianza.",,5,Estados Unidos,25 de abril de 2024,abr de 2024
FE muy fuerte,"Una iglesia muy bonita, y lo mejor de todo es que las misas son muy especiales y uncias, sin duda alguna se siente la fe de todos, y eso es algo muy lindo.",,5,,12 de abril de 2024,may de 2023
Hermosa y edificante experiencia,"Éramos nueve miembros de la familia que visitábamos la Basílica, incluidos niños pequeños, adolescentes y abuelos. A todos nos encantó. Fue fácil aparcar en el garaje. Tan pronto como llegamos se estaba celebrando Misa así que aprovechamos para participar (La Misa se celebra cada media hora). Fue muy emotivo celebrar la Misa frente a la imagen de Nuestra Señora de Guadalupe. Una vez que terminó la misa, fuimos y montamos en la plataforma móvil debajo de la imagen que permite ver la imagen más de cerca. Luego pasamos demasiado tiempo en la tienda de regalos que está en la parte trasera inferior de la Basílica. La tienda está muy llena. Es mejor que vayas a alguna de las otras tiendas oficiales ubicadas en el recinto de la Basílica porque habrá menos gente. Finalmente nosotros, sin los abuelos, subimos a lo alto del cerro donde se encuentra una de las iglesias originales que albergaba la imagen de Nuestra Señora. La vista era hermosa al igual que los jardines y las estatuas en el camino hacia arriba y hacia abajo. ¡No te los pierdas! Ver a Nuestra Señora de Guadalupe en persona es una experiencia hermosa, conmovedora y edificante.",,5,Nueva Jersey,2 de abril de 2024,abr de 2024
Una visita hermosa,De los mejores recintos para gente que ama a dios. Sin duda vayan a visitar a la Virgen. Lo mejor es que todo es muy limpio y venden cosas al respecto saliendo del lugar.,,5,,27 de marzo de 2024,ene de 2024
Sitio sagrado que vale la pena visitar.,"Fui criado como católico pero ya no lo practico. Aún así, no es necesario ser religioso para descubrir que este sitio vale la pena el viaje y una o dos horas de su tiempo. Es realmente un complejo enorme. La nueva basílica alberga la imagen de la virgen, que se ubica detrás del altar. Visite todas las iglesias/capillas para obtener una imagen completa y disfrutar de las vistas de la ciudad.",,4,"Boulder, CO",17 de febrero de 2024,feb de 2024
Un lugar para reconocerse,"Un lugar muy espiritual donde puedes reconocerte y aprender. No lo vean por la religión, en realidad es un lugar con mucha historia. Se los recomiendo.",,5,,12 de febrero de 2024,dic de 2023
Impresionante Basílica con preciosas vistas!,"Este lugar es tan impresionante. Llegamos a las 7:30 am y ya había una multitud, pero pudimos caminar y ver la mayor parte antes de que se llenara tanto. . Asegúrate de tomarte el tiempo para caminar hasta la cima de la colina hasta la iglesia más pequeña. Es una hermosa vista y tiene excelentes precios en souvenirs. Es una subida pero vale la pena. Solo tomate tu tiempo. Los jardines están muy bien cuidados. Todos fueron muy amables. Me alegro mucho de haberlo visitado. (La ""tela"" de Guadalupe está debajo y detrás del altar donde se encuentran los sacerdotes. Hay una acera móvil para que puedas verla. La historia detrás de esto es un poco caprichosa pero ""para cada uno sus propias"" creencias. Aunque es muy bonito. .",,5,,5 de febrero de 2024,ene de 2024
Un lugar de espiritualidad,"Caminar por la antigua Basílica y admirar la moderna estructura de la Nueva Basílica fue como un viaje a través del tiempo y la fe. La Tilma de Juan Diego, expuesta con veneración, lleva consigo la historia de un milagro que ha perdurado a lo largo de los siglos.",,4,,26 de enero de 2024,ene de 2024
Una experiencia súper buena recomendada,Exelente servicio y muy buena atención El tours fue súper me encantó la vista y su cultura volvería de nuevo dichosa mente,,5,,26 de enero de 2024,ene de 2024
Basílica de Guadalupe soy de Colombia,"Super!!! Increíble el tour con Mexitours, una experiencia fabulosa atentos, recomendado 100% sus conductores y personal de trabajo.",,5,,26 de enero de 2024,ene de 2024
Meravigliosa,"Buenos días pido amablemente intensas oraciones de liberación para mi alma gemela y para mí (mi nombre es Berardino Palma) a la maravillosa Virgen de Guadalupe. La oración más poderosa de todas, pero absolutamente hostil a Satanás (la más hostil a él), como también señalan los exorcistas, es que por el bien de los satanistas, los judíos y el anticristo (que puede convertirse porque Dios es 'todopoderoso e invito a todos orar por ello con tanta insistencia como lo hago yo aunque implique mucho sufrimiento.)Nunca he estado en Guadalupe pero es como si hubiera estado.Hice mi primera comunión en Lourdes y fui a Fátima.Muchas Gracias",,5,,9 de enero de 2024,ene de 2024
No te pierdas la Basílica de la Virgen de Guadalupe,"Increíble vista para ver. Este es un destino de peregrinación muy importante que cambió el curso de la historia de México. Me encantó la misa en la Basílica, que es prácticamente cada hora, subiendo la colina del Tepeyac y las capillas. Lo más importante es que siempre quise ver la Tilma. La Santísima Madre imprimió la imagen icónica de ella misma en la tilma de Juan Diego en 1531, y milagrosamente todavía existe hoy. Muy feliz de haberlo visto y todos los lugares de interés aquí. Qué gran espectáculo ver en la Ciudad de México.No reparten mapas, así que toma una foto del mapa turístico en la vitrina al entrar para que puedas orientarte.",,5,"La Jolla, CA",3 de diciembre de 2023,nov de 2023
Increíble y majestuoso ,"Todo increíble, todo cómodo con instalaciones, me gusta todo lo que se vive y se ve en el acuario michi ",,5,,2 de diciembre de 2023,dic de 2023
Basílica.,"Espectacular basílica, redonda y diáfana, con capacidad para más de 40 000 personas. El acceso es gratuito. La Virgen de Guadalupe es la patrona de México y es una imagen muy venerada. Se alza, vestida con un manto verde y dorado, tras el altar. Hay misa cada hora. La parte posterior de la Antigua Basílica es ahora el Museo de la Basílica de Guadalupe.",,4,"Madrid, España",26 de noviembre de 2023,oct de 2023
majestuosa," es un lugar enorme , la colina  , las dos construcciones coloniales  y la  basílica moderna que esta diseñada por y para  la virgen , el interior es majestuoso, uno puede estar en medio de un tour y escuchar misa al mismo tiempo , como consejo ir temprano a mi me falto tiempo  para disfrutarla  ",,5,"La Paz, Bolivia",25 de noviembre de 2023,nov de 2023
Visita fascinante,"Dada la importancia de la Virgen de Gaudalupe, este es un sitio importante, aunque no seas religioso, tienes diferentes creencias.La admisión es gratis.El sudario se encuentra en la primera iglesia al entrar al recinto. Para verlo, te subes a una cinta transportadora. Como en el resto de la ciudad, la gente es muy educada. No empujar, etc. Puedes montar más de una vez si la primera vista no es suficiente.Hay dos o tres capillas más, para algunas de las cuales hay que subir muchos escalones. También hay una tienda de regalos a precios razonables en el lugar. En general, una visita maravillosa. Tiempo total de permanencia: 1 hora (visitamos todas las capillas).",,5,"Potomac, MD",14 de noviembre de 2023,nov de 2023
Lugar asombroso ,"Nada mejor que ver a la morenita del Tepeyac, es una iglesia muy hermosa y cuando subes el cerro te das cuenta que es un lugar asombroso.",,4,,6 de octubre de 2023,nov de 2022
Increíbles edificios religiosos y jardín.,"Se puede acceder a la basílica con la línea 3 del metro. No se paga entrada. Hay algunas catedrales además de la basílica principal. El jardín es increíble y está bien cuidado.Adjunta al jardín, hay una plaza que vende adornos religiosos, refrigerios y recuerdos.",,5,Canadá,4 de octubre de 2023,oct de 2023
El mejor,La mejor experiencia que puedes tener en la basílica al entrar es como si te limpiaran el alma lloras de emoción la morena está ahí y te escuchará,,5,,4 de octubre de 2023,oct de 2023
Basilica de Santa Maria de Guadalupe,"Vale la pena ir hasta la Plaza Mariana, donde se encuentra la Basilica de Santa Maria de Guadalupe. Si vas en carro o taxi, Por el trafico te puedes demorar  entre 30 y 45min si vas desde el Zocalo.  La Basilica es bella, amplia y a la entrada tienes el cuadro de la Virgen de Guadalupe. Tambien puedes salir hacia la Plaza y ver el Campanario y reloj de la Basilica. Es una visita obligatoria.",,5,"Lima, Perú",13 de septiembre de 2023,sept de 2023
Nuestra primera parada obligatoria siempre que visitamos Ciudad de México,"Mi esposa y yo visitamos el 10 de agosto de 2023. Es nuestra primera parada obligatoria siempre que visitamos Ciudad de México. Llegamos a las 8:30 pm, que es lo último que hemos visitado. El ambiente era más tranquilo que durante el día, así que pude reflexionar y ordenar mis pensamientos sin todos los visitantes y vendedores. Había muchos agentes de policía, así que nos sentimos seguros. Un amable oficial me dijo que la hora de cierre eran las 9:00 pm.",,5,"Alexandria, Virginia",24 de agosto de 2023,ago de 2023
¡Hermoso e imponente!,No puedes visitar la Ciudad de México y no planear una visita a la catedral. ¡La Basílica es impresionante y se celebra misa cada hora!,,5,"Willemstad, Curazao",23 de julio de 2023,jul de 2023
Promera,Un lugar mágico para las personas que tenemos esa Fe y devoción a la Virgen. Esta muy bien delimitados sus espacio para poder conocer mucho mejor,,5,"Bogotá, Colombia",9 de julio de 2023,jul de 2023
Energía positiva!!,"No soy religiosa pero tenía encargo de mi papá, que bonito sitio y que buena energía que irradia, hermosas las iglesias. La nueva es muy moderna y bonita pero la antigua me gustó mad, sus pinturas, paredes, vitrales, todo. La tienda para comprar es rápida no me pareció nada caro y al salir un curita te bendice a ti y lo que llevas para bendecir.",,5,"Cali, Colombia",19 de junio de 2023,jun de 2023
"Ella es la que hace a México, México.","No hay palabras para lo hermosa que es toda la Villa. Asiste a Misa en la Basílica, luego sube a El Cerrito y luego haz algunas compras. Nuestra Señora de Guadalupe está en el corazón mismo de lo que hace a México México. No dejéis de verla en su casa.",,5,,9 de junio de 2023,jun de 2023
Buen lugar para parar,"Tomó el autobús turístico para llegar a la Basílica. Bonitos terrenos y edificios. Si está interesado en la historia religiosa, no debe perderse esto. Prepárate para subir escaleras para ver las mejores partes. Se ofrecen aperitivos y bebidas.",,4,"Elk Grove, CA",25 de mayo de 2023,may de 2023
"Más allá de la religión, lugar lleno de historia y arquitectura.","El conjunto arquitectónico de estas 6 iglesias (principalmente la enorme Basílica de Guadalupe) y los jardines, son una gran visita en la ciudad de México, más allá del fervor religioso, ya que contienen historia de hace casi 500 años. La ""nueva"" plaza mariana es lo menos atractivo, pero las basílicas (la nueva y la vieja muy inclindada), merecen la pena, al igual que los templos del Pocito, el Cerrito, de los Indios y la Parroquia de las Capuchinas, así como los jardines son toda una experiencia.",,5,"Ciudad de México, México",20 de abril de 2023,abr de 2023
Viaje a México,"Tour fantástico,  Cancum  ciudad de México, Choximilco,  fabuloso todo , hoteles  cinco estrellas   muchos sitios hermosos, la basílica imponente, hermosa",,5,,3 de abril de 2023,nov de 2022
bonita visita,"no es solo la basílica, hay otros edificios bonitos, para los creyentes es un lugar imperdible. hay un lugar donde bendicen artículos.",,4,"Santiago, Chile",7 de marzo de 2023,mar de 2023
Virgen de Guadalupe. Para obligatoria,La segunda vez que visito la Básílica. Siempre impresionante. Es recomendable tomar el tiempo necesario para disfritar,,5,"Arequipa, Perú",3 de marzo de 2023,feb de 2023
Un Santuario lleno de paz,"Aunque contaba con poco tiempo, no podía dejar de visitar a la virgen del cerrito en la Basílica de Guadalupe y recibir su bendición.",,5,,26 de febrero de 2023,abr de 2022
Muy grande.,"Dependiendo la fecha puede estar muy lleno, si son religiosos es un lugar que necesitan visitar para vivir la experiencia de la basílica.",,5,"Ciudad de México, México",23 de febrero de 2023,ene de 2023
Hermoso,"Conocí la casa de nuestra Sra. Está hermoso, en cuanto llegué fue inevitable no llorar, es un lugar que te transmite paz.",,5,"Lima, Perú",13 de febrero de 2023,dic de 2022
Mucho más de lo que imaginé,"La villa de Guadalupe resultó ser mucho más grande y hermosa de lo que imaginé, no es sólo la Basílica, son varias iglesias y hermosos jardines que nos acercan al milagro de la aparición de la virgen morena.  Sin lugar a dudas se siente la presencia de la madre de Dios en este lugar.  Es un imperdible para quienes profesamos la fé católica.",,5,"Cartagena, Colombia",13 de febrero de 2023,nov de 2022
Impactante,"El lugar es imponente. Sugiero reservar la visita guiada con tiempo, que es gratuita, porque la información detallada que brindan es excelente, y los tours habituales no la dan. El recorrido entero puede ser cansador, por la subida, pero vale la pena.",,4,"Buenos Aires, Argentina",10 de febrero de 2023,feb de 2023
"Visita obligada, arquitectura y diseño impresionante","Es un lugar con una arquitectura y diseño impresionante que tienes que visitar seas creyente o no, nosotros la visitamos un domingo y habia mucha gente, a los alrededores hay lugares y vendedores para comprar un bonito recuerdo y llevarlo a la basilica para que sea bendecido.Como llegamos tarde, ya no tuvimos chance de ir al museo y visitar la antigua iglesia, esperamos volver pronto y conocer los lugares que nos faltaron.",,5,"Monterrey, México",19 de enero de 2023,ene de 2023
Visita a la virgen de Guadalupe ,Hermosa experiencia. Si vas temprano es mejor hay menos gente. Ver la virgen de Guadalupe es inolvidable. Hay que caminar así que recomiendo zapatos cómodos,,5,"Medellín, Colombia",26 de diciembre de 2022,may de 2022
Imprescindible vista independientemente de ser o no religioso,"La vieja basílica sigue siendo un edificio notable, donde se aprecian las señales de hundimiento, tan comunes a los edificios mexicanos, que llevaron a la construcción el nuevo Templo, de curiosa forma circular, permitiendo alojar una gran multitud. Independientemente de lo religioso que cada cual sea, esta visita es imprescindible para conocer el espíritu mexicano.",,5,Leioa,18 de diciembre de 2022,nov de 2022
Centro religioso importante,"Aqui hay varios aspectos interesantes, esta el tema religioso para los creyentes por su conotacion, esta el tema historico por las construcciones en la zona asi como el tema arquitectonico. todos ellos son satisfechos plenamente, fuimos tres veces, en tour el tiempo dedicado no es suficiente.",,4,,16 de diciembre de 2022,dic de 2022
Accesos fáciles,"Todo muy bien señalizado, un poco groseros los custodios de la virgen, ya que andan gritando que te quites aun cuando no ha terminado de pasar la banda transportadora que pasa debajo de la virgen",,4,"Yucatán, México",8 de diciembre de 2022,dic de 2022
Asombroso,En esta plaza conviven culturas de lo mas disimiles en el tiempo. Impresionante el templo como tambien la devocion que demuestran los fieles. ,,4,"La Plata, Argentina",17 de noviembre de 2022,nov de 2022
Hermosos paisajes y templos,Además de la fé se puede disfrutar de sus bellos paisajes y fuentes. Todo muy limpio y organizado. Las iglesias hermosas,,5,,15 de noviembre de 2022,nov de 2022
Asombroso,Un lugar increíblemente hermoso y sagrado para visitar. La historia de este sitio es increíble. Asistimos a misa y visitamos todos los sitios que estaban disponibles. Llegue temprano (el sitio abre a las 9 a.m.) ya que el lugar se llena más tarde en el día.,,5,,14 de noviembre de 2022,nov de 2022
Lugar Religioso,"Es un lugar, donde se encuentran todas las iglesias, que han ido construyendo a travez de los años, desde la mas antigua, hasta la nueva basilica, donde se encuentra el lienzo de la Virgen de Guadalupe.Cada año, van millones de personas a venerar a la virgen, en el mes de diciembre.",,5,"Ciudad de México, México",13 de noviembre de 2022,dic de 2021
Hermoso lugar con contenido histórico,Es un lugar al que debes ir si vas a CDMX. La basílica es hermosa hay varias capillas y una energía muy linda. Mucho contenido histórico. Y la virgen hermosa.,,5,"Guadalajara, México",11 de noviembre de 2022,nov de 2022
Mi lugar favorito en el mundo,"Este lugar está lleno de vida, la paz que se siente y lo hermoso de sus jardines hacen que te olvides de todo. ",,5,Costa Rica,2 de noviembre de 2022,dic de 2021
PARADA OBLIGATORIA EN LA CDMX,"La basilica de la Virgen de Guadalupe es muy maravilla, se respira mucha paz. Recomiendo visitarla pero siempre que no coincida con el día de la Virgen (en Diciembre) porque peregrinan muchisimos mexicanos. Recomiendo ir en taxi para mayor seguridad.",,5,"Bilbao, España",13 de octubre de 2022,oct de 2022
Asombroso,Una experiencia increíble y hermosa. Hay tanta historia rica aquí. Ver el impacto de la religión y el diseño de algunas de las iglesias es una experiencia digna.,,5,,11 de octubre de 2022,oct de 2022
¡Absolutamente hermoso!,Asistí a misa y visité todo lo que había para ver en la basílica. ¡Compramos algunos artículos que también pudimos bendecir por un sacerdote! ¡Todo estaba limpio y simplemente hermoso!,,5,"Palmdale, CA",20 de septiembre de 2022,sept de 2022
¡Hermoso!,"¡Fue una experiencia muy espiritual! Llegamos temprano en auto, y el estacionamiento tiene espacio. Estaba muy emocionado de estar allí. Las palabras no pueden expresar lo hermoso que es. Vi gente de todo el mundo. En general, una experiencia maravillosa!",,5,"Oviedo, FL",18 de septiembre de 2022,jun de 2022
Un lugar muy espiritual,"Visitar este lugar era un ""must"" para mí, pero creo que es una actividad para cualquiera, porque La Guadalupe es un símbolo de la identidad mexicana.",,5,"Newton, MA",12 de septiembre de 2022,sept de 2022
Un lugar místico.... ,"Un lugar muy concurrido por fieles católicos y visitado por turistas por su historia. Tiene varias iglesias, las más antiguas t la moderna construida con forma de corona de la virgen. Visita obligada en la ciudad de México ",,5,"Provincia de Córdoba, Argentina",4 de septiembre de 2022,sept de 2022
Basílica basculante de la casa de la risa,"Caminar en esta basílica es como entrar en una casa de la risa de carnaval. Tus ojos te dicen que te pongas de pie, pero cuando lo haces, la gravedad te hace caer. Probablemente la única catedral antigua en el mundo donde puedes experimentar esta extraña sensación debido al piso inclinado - - - toda la catedral se está hundiendo hacia su portal principal.El efecto es el mismo en el Museo adjunto, seguí perdiendo el equilibrio en las escaleras porque mis ojos pensaban que estaban verticales",,5,"San Francisco, CA",3 de septiembre de 2022,sept de 2022
