Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
Vale la pena,"Vale la pena, lleno de historia y de cosas tan bellas vale la pena tomarse el tiempo de analizar cada rincón del museo lleven zapatos cómodos y bastante agua pueden pagar un guía valdrá que peso que paguen es económica la entrada y personas de la tercera edad no pagan",,5,"Cancún, México",1 de mayo de 2025,mar de 2025
Chapultepec es hermoso!,"Visite por primera vez el Castillo de Chapultepec, me encantó, las obras de arte, las exposiciones, cada pasillo y lo imponente que es el bosque desde ahí, es maravilloso, la entrada está en $100 pesos y vale totalmente la pena ",,5,,28 de abril de 2025,abr de 2025
¡Un hermoso día en Chapultepec!,"Cuando comprobé en línea, mostró que los boletos para el Castillo de Chapultepec estaban agotados, y al principio estaba bastante decepcionado. Pero decidimos visitar el Parque Chapultepec de todos modos — ¡y estoy tan contento de haberlo hecho! El parque es absolutamente hermoso, con hermosos caminos sombreados y tanta vegetación. Un verdadero punto culminante fue alimentar a las ardillas, una experiencia tan única y alegre que nunca llegaríamos a hacer en casa. Mientras exploramos, también pasamos por el Museo de Antropología, que era impresionante e increíblemente vasto. Si bien las exhibiciones fueron impresionantes, la mayor parte de la información estaba en español, por lo que no pudimos apreciar todo por completo. Finalmente, nos dirigimos al Castillo de Chapultepec, y para nuestra sorpresa, ¡vendían boletos en la entrada! Los compramos y entramos enseguida. Solo un aviso: la caminata hasta el castillo es bastante empinada y larga, así que use zapatos cómodos y prepárese para un poco de entrenamiento. El castillo en sí es hermoso, lleno de rica historia y artefactos. Estoy muy contento de que no nos rindimos y decidimos caminar hasta la entrada de todos modos. Consejo importante: No se permiten alimentos ni agua en el interior. Revisan las bolsas en la parte superior, y si has traído alguna, te pedirán que la tires, incluso si has pasado la entrada. Los casilleros están disponibles en la parte inferior, por lo que es mejor guardar sus artículos allí antes de subir.",,5,"Greater London, UK",13 de abril de 2025,abr de 2025
Historia mexicana,"Historia de Mexico, interesante . Instslaciones bien cuidadas. No esta   señalizado el camino para llegar a los magnificos vitrales",,5,,8 de abril de 2025,mar de 2025
Vistas y murales,Desde el museo arqueológico caminamos alrededor del lago y hasta el castillo. En la parte inferior de la colina se compran las entradas ($ 100 ) para el castillo que alberga el museo de Historia Nacional. Encontramos las mejores cosas aquí para ser algunas de las vistas de la terraza y murales dentro del castillo.,,4,"County Monaghan, Irlanda",20 de marzo de 2025,mar de 2025
Castillo de CHAPULTEPEC,"Un lugar con una historia,arquitectura y vista increíble que siempre te va a sorprender, además de que este tiene al rededor uno de los jardines urbanos más grandes de América!",,5,"Atenas, Grecia",18 de marzo de 2025,ago de 2024
No te lo pierdas!,Es un lugar HERMOSO con mucha información enriquecedora y unas vistas a la ciudad que son ESPECTACULARES. Siempre que pueda voy a volver.,,5,"Heredia, Costa Rica",16 de marzo de 2025,abr de 2024
Visita imperdible.,"Me encantó, tiene tanta historia de la cultura mexicana, además de spots para fotos increíbles, algunos de ellos con la ciudad de fondo (terrazas). Lo que no me gustó es lo mucho que hay que caminar para llegar al castillo, es prácticamente una colina y en el mes que fui hacía mucho calor.",,4,,7 de marzo de 2025,abr de 2024
Parque de ardillas antes es increíble,"Bonito paseo al castillo y castillo es increíble también, me encantó el parque con ardillas uno de los lugares favoritos, lo recomiendo 100%",,5,"Belgrado, Serbia",11 de febrero de 2025,dic de 2024
Un viaje por la historia de México. Algo que se tiene que hacer al menos una vez en la vida,"Imperdible, El único consejo es llevar tenis o zapato cómodo, se camina de 2 a 3 horas dependiendo del tiempo con que se cuente.",,5,"San Luis Potosí, México",10 de febrero de 2025,feb de 2025
Magnífica vista de la Ciudad de México,"Este es un castillo increíble con vistas a la Ciudad de México. El interior coincidiría con cualquier cosa que veas en Europa. El jardín era precioso. Tenga en cuenta un par de cosas, es una buena caminata por la carretera circular a la entrada. No se puede traer ningún líquido en tan desperdiciado vaciando nuestras botellas de agua.",,5,"Ann Arbor, MI",25 de enero de 2025,ene de 2025
Hermosas vistas y jardines,"Prepárate para subir una colina grande para entrar. Me pareció que valía la pena, pero no para aquellos con problemas de movilidad. Hermosas vistas desde la cima. No necesitará más de una hora, camine y explore los terrenos. Las habitaciones son bonitas - algunos hermosos vitrales, pero los jardines son lo que me pareció más impresionante. Mientras estuve en CDMX hubo un espectáculo folclórico de ballet por la noche en el castillo que fue sobresaliente. Así que si hay una oportunidad para un espectáculo nocturno lo recomiendo encarecidamente, además de que obtiene vistas nocturnas de la ciudad.",,5,"Chino Hills, CA",25 de enero de 2025,ene de 2025
Imperdible,"El lugar tiene vistas realmente hermosas que valen mucho la pena. Aunque se camina una subida, el recorrido es agradable y está lleno de detalles interesantes. Además, cuenta con excelentes exposiciones y temas fascinantes sobre la historia de México, lo que lo convierte en una experiencia única.",,4,"Bogotá, Colombia",14 de enero de 2025,ene de 2025
"Excelente visita, mucho que ver.","Sobresaliente. Maravillosamente conservado, un montón de detalles hermosos. Vale la pena una visita de medio día. Mis zonas favoritas eran los interiores del palacio con muebles y las vidrieras. También me encantaron los retratos divertidos.",,5,Estados Unidos,4 de enero de 2025,dic de 2024
Un lugar que se debe visitar,"La visita es muy interesante, en la mañana la entrada súper tranquila para hacer el recorrido tomando tu tiempo para leer y observar a detalle las pinturas e indumentarias. Para recorrerlo a detalle requieres mínimo dos horas. Bien conservado, limpio y seguro!",,5,,2 de enero de 2025,dic de 2024
Palacio,El castillo de Chapultepec situado en el parque Chapultepec fue formalmente el Palacio Real y después el Palacio Presidencial. Hay muchas obras de arte y exposiciones de la época en que era un palacio real / presidencial. También buenas vistas sobre la ciudad.,,4,"Wellington, Nueva Zelanda",24 de diciembre de 2024,dic de 2024
"En un día brillante, fui al Castillo de Chapultepec y me quedé asombrado por su esplendor y magnificencia.","El castillo está situado en el centro del Parque Chapultepec en una colina. El Museo Nacional de Historia, que ahora se encuentra en el castillo, cuenta con notables murales, pinturas, esculturas, muebles y artefactos que representan la historia de México y su pueblo.",,5,,17 de diciembre de 2024,dic de 2024
Sitio histórico pero no es visita obligada,"Sitio histórico que se debe visitar, sin embargo esta muy descuidado, el acceso muy lento y mal organizado y hay que caminar mucho, si piensa visitarlo lleve zapato cómodo, es una larga caminata con una pendiente pronunciada, existe un transporte pero es penoso y realmente bananero, muy muy rudimentarioEl castillo permite vistas del paseo de la Reforma y del bosque de Chapultepec, las salas sin nada excepcional y gran parte están cerradas a los visitantes, si le sobra tiempo y tiene paciencia para dedicarle dos o tres horas es una buen visita",,4,,12 de diciembre de 2024,nov de 2024
Palacio histórico en la cima de la colina,"Esto ofrece excelentes vistas de las alturas de la Ciudad de México. Los muebles son atractivos, pero no tanto como en algunas otras residencias reales. Hay maravillosos murales de artistas destacados.",,4,,22 de noviembre de 2024,nov de 2024
Castillo en el bosque,"Es un castillo muy bien preservado,  ubicado en el bosque de Chapultepec (deben reservar un día para visitarlo ya que también pueden visitar, el zoológico y el museo de Antropología, muy buenas vistas, sitio perfecto para ver fotos",,5,,21 de noviembre de 2024,nov de 2024
Lugar histórico en México,"un gran palacio del siglo XVIII en lo alto de una colina en la Ciudad de México. El palacio alberga el Museo Nacional de Historia, que exhibe murales impresionantes y galerías de vidrieras impresionantes. Las vistas panorámicas de la Ciudad de México desde los balcones del castillo son impresionantes.",,4,,14 de noviembre de 2024,nov de 2024
CASTILLO MONÁRQUICO,"Es el único castillo monárquico en América es decir que ahí vivieron reyes que lo utilizaban como palacio veraniego queda en el bosque de Chapultepec y su construcción comenzó a finales de los 1700 también le decían el alcázar de Chapultepec.Ya en los 1800 fue utilizado como colegio militar y luego residencia presidencial. La entrada cuesta como $5 y vale muchísimo la pena ir dentro hay varias salas tipo museo y definitivamente es como todos los castillos que hemos visitado en Europa con colecciones museo gráficas súper extensas este tiene más de 100,000 piezas desde que entras es bellísimo y logras ver la ciudad es un paseo de toda una mañana al menos.",,5,"El Salvador, Chile",13 de noviembre de 2024,ene de 2024
Buen sitio para visitar,"Buen castillo para visitar. Un poco de un paseo para llegar al castillo, pero vale la pena una vez que llegas. Buenas vistas de la ciudad y excelentes fotos para tomar.",,4,"Houston, TX",15 de octubre de 2024,oct de 2024
Retratos divertidos,Castillo situado dentro del hermoso parque. El parque tiene baños limitados por lo que la entrada al castillo bien vale la pena ya que tienen instalaciones modernas. Es una subida bastante alta pero bien vale la pena. Muchos retratos locos dentro. Una visita obligada si ya está visitando el parque.,,5,"Toronto, Canadá",23 de septiembre de 2024,ago de 2024
Interesante,Tuvimos un tiempo increíble visitando el castillo de chapultepec. El castillo es tan increíble. interesante historia del gobierno mexicano.,,5,,12 de septiembre de 2024,sept de 2024
¡No vayas durante el horario de apertura!,"Llegamos a las 9: 00 AM en punto para evitar las multitudes. Sin embargo, todavía estaban limpiando y secando bastantes áreas del castillo / museo, lo que significa que no teníamos acceso a algunos de los lugares a los que queríamos ir. Nos rendimos y nos fuimos alrededor de las 11: 00 AM. Si lo hubiéramos sabido, lo habríamos visitado por la tarde. Sentimos que pagamos el precio completo por el boleto, pero solo logramos ver la mitad del lugar.",,3,,11 de septiembre de 2024,sept de 2024
Visita al palacio/Grandes vistas/ Buena historia,"Este importante edificio histórico no es realmente un Castillo sino más bien el Palacio Nacional donde vivieron varios Presidentes de México. El sitio incluye una vista de las salas del palacio, pero también un museo de historia Y varias vistas excelentes de la Ciudad de México, ya que se encuentra en uno de los puntos más altos en el centro de la ciudad en el parque Chapultepec. Si vienes aquí planea visitar las otras atracciones del parque, ya que hay muchas y el parque es enorme. Visitamos este y el Museo de Antropología el mismo día, caminando de una Atracción a la otra. Las personas mayores entran gratis de otra manera la entrada como tantos museos de México era de menos de unos pocos dólares. La parte del museo tiene muy poco escrito en inglés, así que mientras se expone la historia de México, no es tan fácil de seguir. La visita a la sala del palacio sin embargo, tenía información en inglés para cada habitación. Hay una aplicación de museo que se puede descargar antes de ir a obtener información sobre las exposiciones, pero no funcionó tan bien para nosotros.",,5,"Nipomo, CA",11 de septiembre de 2024,sept de 2024
"""Museo Nacional de Historia""","El  castillo es un Monumento  Histórico,un hermoso edificio con estilo barroco.Allí se encuentra el Museo Nacional de Historia.Está abierto de martes a domingo de 9:00 a 17:00 horas,valor de la entrada 85 pesos; casi 5 dólares.¡¡Muy recomendable,se merece una visita!!",,4,"La Serena, Chile",20 de agosto de 2024,mar de 2024
Imperdible,"El acceso al parque está bien señalizado, en buen estado y es fácil incluso para personas mayores y niños. Es bastante concurrido. No se permite el ingreso de mochilas, comida ni agua. El castillo es hermoso, muy bien mantenido y muy seguro. Las vistas son espectaculares y todo está muy bien señalizado y rotulado, lo que permite realizar una visita muy bien informada. El personal de seguridad es muy amable y dispuesto a orientar. Sin duda, es una visita imperdible en Ciudad de México.",,5,"Copacabana, Bolivia",16 de agosto de 2024,ago de 2024
MAGIA EN CHAPULTEPEC,"Al llegar al Castillo su imagen es imponente, su arquitectura, su disposición. Recorrer los salones,  los jardines, el lugar de carruajes. Poder ver su sala de estar, la biblioteca. Los jardines con fuentes, flores, una vista inigualable de la ciudad de México. La escalera de ingreso al castillo. Las fotos de Carlota y Maximiliano, su vestuario, sus vasijas. Los carruajes es estar en otro mundo, uno diario, uno de lujo. Posiblidad de fotos. Es caminar y retroceder en el tiempo, que sentirían ellos estar ahí. Hogar de presidentes.Hay visitas guiadas que te explican los detalles. No dejen de visitarlo, cada centrímetro vale la pena",,5,"Rosario, Argentina",8 de agosto de 2024,may de 2024
ruta,"Uno de mis lugares favoritos para ir corriendo, creo que si eres runner te va bien salir a trotar hacia el Castillo de Chapultepec, la zona es ideal para un buen entrenamiento y de paso unas selfies ahi porque el lugar está padrísimo!!",,5,,23 de julio de 2024,jun de 2024
Genial,"Me encanta visitar el Castillo de Chapultepec, porque para mí es como un viaje a otra época, me gusta conocer la historia que hay detrás de este impresionante sitio. Lo único que no me agrada es lo lleno que está, pero supongo que es inevitable jaja",,5,,19 de julio de 2024,jul de 2024
Lugar emblemático,"Un lugar emblemático de la Ciudad de México. Es el único castillo en América, y uno de los puntos más altos de la ciudad en su momento, cada pieza tiene una historia interesante.",,5,,18 de julio de 2024,feb de 2024
Algo para todos,"Algunas personas lo llaman un castillo, otros lo llaman la antigua residencia presidencial; sea cual sea el nombre que elija, ¡esta es una visita obligada! Aprenda sobre la historia de la gobernanza de México, disfrute de vistas inspiradoras de toda la ciudad en 360 grados, vea muchos muebles y artefactos antiguos. Estás en un verdadero placer. Soy libre de ir contigo cuando quieras. ¡Lo pasaremos genial!",,5,"Los Ángeles, CA",18 de julio de 2024,jul de 2024
Comodidad,El mejor lugar sin duda. Es bueno saber que hay castillos de verdad en nuestro continente. El único pero fue que era muy alto. Así que vayan muy cómodos por favor,,5,,11 de julio de 2024,mar de 2024
Mejor Atracción en Ciudad de México,"Esta fue mi actividad favorita en la Ciudad de México. Hermoso paseo hasta el castillo. Fantásticas obras de arte y jardines. Las mejores vistas de la ciudad. Muy asequible también. El paseo por la colina toma de 10 a 15 minutos, así que asegúrese de que pueda manejarlo.",,5,"San Francisco, CA",10 de julio de 2024,jul de 2024
Empleados poco amables,"Los empleados son muy prepotentes y malmodientos, el del elevador no deja subir a la gente de la 3a edad, les preguntas algo y te contestan como si fueras tonta.Se necesitan más baños!",,3,"Ciudad de México, México",7 de julio de 2024,jul de 2024
Castillo increíble,"Este castillo es tan increíble, me sentí como si estuviera en una película de Disney y yo era la princesa del reino, tomé fotos hermosas.",,5,,25 de junio de 2024,ago de 2023
"Comida exelente, tacos mixtos, el zocalo increible, el castillo de Chapultepec","Tome el Turibus y fue una experiencia magnifica, tomé muchas fotos.El Zocalo exelente, caminata en la avenida Juarez, comida de tacos mixtos, exelente.",,5,"Ciudad de Guatemala, Guatemala",21 de junio de 2024,jun de 2024
Cuartos por recorrer,Visitar este lugar sí que es mágico. Recomiendo que vayan cómodos porque hay mucho camino por recorrer y también habitaciones,,5,,7 de junio de 2024,mar de 2024
Buenazo,Me gusto estaVisita era obligatoria 80 pesos la entrada pero eso si hay que llegar lo más temprano posible y entre semana para que no haya tanta gente. ,,4,"Puerto Escondido, México",6 de junio de 2024,jul de 2023
El castillo de mis sueños,Sin duda venir al castillo de Chapultepec es lo mejor. Me da la sensación de que este lugar es sumamente místico e interesante. Vaya pero con calma y cómodos porque hay mucho para caminar,,5,,5 de junio de 2024,abr de 2024
Super bonito,"Las vistas son increíbles, super bonito, bien organizado, hay mucho que ver, y los jardines son muuuuuy bellos. Super recomiendo! Hay que caminar y subir bien, entonces suele ir con ropas y calzados cómodos.",,5,"Villahermosa, México",5 de junio de 2024,jun de 2024
Gastado y extraordinario!,"La palabra principal que uso para esta antigüedad no puede ejemplificarse mejor que... Hay tanta historia, belleza, arte, artesanía y naturaleza dentro de este castillo y sus terrenos, ¡ninguna palabra puede describir su magnificencia! Uno debe visitar para apreciarlo. ¡Este es el Museo Nacional Mexicano que data de 1825! Este museo es inspirador en sus exposiciones no solo de historia, sino que muestran la esencia de una cultura, geografía y naturaleza abundante. El museo en un enfoque experiencial que no solo permite al visitante ver, sino en muchos sentidos sentir en qué vida se llevó a cabo a través de su historia. A medida que uno camina a través de la propiedad, se engrana en sus cuatro segmentos que comprenden esta extensión integral: Antigüedades; Historia Natural; Arte; e Historia. Cada uno con su propia arquitectura elegante e inspiradora, diseño y artefactos. Prepárese para caminar, y caminar, y caminar por esta magnífica instalación y asegúrese de tomar mucha agua. Aunque puedes hacer esta excursión por tu cuenta, bien valió la pena el costo de tener un Guía personal, ya que te iluminan la historia, los matices y te sirven de discusiones que de otra manera no tendrías. Este es un lugar excelente para visitar.",,5,"Phoenix, AZ",31 de mayo de 2024,mar de 2024
paseo,"De mis lugares favoritos para ir con la familia, fuimos sa pasear en un domingo tranqui y la verdad la pasamos muy bien porque es muy tranquilo y seguro, si van por favor no tiren basura, hay que mantenerlo limpio porque hay varios rinconcitos super instagrameables!",,5,,30 de mayo de 2024,sept de 2023
Castillo Increíble,"Para llegar al castillo se tiene que recorrer una distancia considerable, durante el trayecto se puede visualizar la hermosa vista que tiene el bosque de Chapultepec.Una vez llegando se puede apreciar en cada rincón la historia y cultura mexicana, cada sala tiene algo único que la diferencia de las demás, posee murales asombrosos pero lo más atractivo es la vista que se puede apreciar de toda la ciudad.El lugar cuenta con visitas guiadas y áreas donde se puede descansar con sombra.",,5,"Zona Metropolitana de Guadalajara, México",29 de mayo de 2024,jun de 2023
Hermoso Castillo.,"Lugar maravilloso para saber de la historia de México, volvería y recomiendo 100% que visiten. también permiten tomar fotografías.",,5,"Medellín, Colombia",28 de mayo de 2024,dic de 2023
Historia,"Muy interesante historia. hermoso castillo con gran historia. hermosas vistas, si te gusta la historia solo da una visita aquí",,5,"Dubái, Emiratos Árabes Unidos",28 de mayo de 2024,abr de 2024
Ir temprano,"Historico lugar en CDMX, donde sucedieron hechos fundamentales para la historia del pais. No dejen de ver una pintura de uno de los Niños Heroes que esta en un techo!!!Cuesta un poco subir la cuesta desde el bosque, pero con tranquilidad y sin apuro se puede hacer.Los mayores de 60 años no pagamos entrada, no importa la nacionalidad.",,5,"Montevideo, Uruguay",27 de mayo de 2024,may de 2024
Me encanta,"A mí me encanta visitar el Castillo cada que tengo oportunidad, porque me gusta mucho, el lugar, el ambiente, el bosque. Sin duda, de mis sitios turísticos favoritos",,5,"Ciudad de México, México",22 de mayo de 2024,abr de 2024
SIMPLEMENTE ESPECTACULAR!!!,"Esta experiencia le hará quedarse sin palabras ante la belleza, la historia, las vistas y la elegancia arquitectónica. Es una visita obligada cuando en la Ciudad de México! Si tienes problemas de movilidad, no debes ir aquí ya que caminar hasta la cima puede ser estresante físicamente para algunos viajeros.",,5,"Redmond, Oregón",19 de mayo de 2024,may de 2024
una subida muy larga,"Este castillo es mágnifico. Lo único que pasa es que esta muuuuuy arriba, así que sí es muy cansado subir. De ahí, la verdad es que es hermoso el lugar.",,5,,15 de mayo de 2024,feb de 2024
Un lugar fascinante,"Es un recinto fascinante, además de que es un orgullo ser el único país en Latam en tener su castillo, lo malo es que en la entrada el personal no agiliza la circulación de visitantes.",,3,,3 de mayo de 2024,may de 2024
vista hermosa,"Es impresionante como tienen un castillo hasta arriba de un cerro, lo mejor de todo es que se ve muy hermosa la vista desde arriba, uno de mis lugares favs en México.",,5,,12 de abril de 2024,nov de 2023
¡Gratis a los 65!,"Es bueno saber que si tienes 65 años o más, la entrada es gratuita. El guardia de seguridad fue lo suficientemente amable como para acercarse y decirnos que no necesitábamos esperar en la fila de boletos: ¡paga por tener canas! ! Es una caminata larga cuesta arriba y sentirás los efectos de la altitud si la abordas temprano en tu viaje a la Ciudad de México.",,5,"Nueva Orleans, LA",7 de abril de 2024,abr de 2024
El Cisne Negro,"Fuimos al ballet el Cisne negro, fue una presentación excelente, magnífica.Son únicos.Lo q falló fue que varias personas llegaron tarde,se les deja pasar e interrumpen el espectáculo, la gente se tiene q parar para dejarlos pasar a sus asientos y eso impide la vista.Considero q esto no está bien, ya q la compañía ya está haciendo su trabajo y a los espectadores q llegan a tiempo, también se les molesta",,5,"Ciudad de México, México",5 de abril de 2024,abr de 2024
IMPRESIONANTE,"Es uno de los mejores castillos que he visitado, su arquitectura impresionante, sus colores, habitaciones para todo, la vista de la ciudad es increíble, sientes que perteneces allí. Cuando fui me gustó mucho que pude observar el castillo desde el más pequeño hasta el más extravagante.",,5,,30 de marzo de 2024,may de 2023
Perfecto para una visita familiar,"¡Estuvimos en México de vacaciones en febrero y decidimos visitar el Castillo de Chapultepec!Magnífica experiencia, recomiendo llevar un guía para aprovechar al máximo la visita!Las instalaciones son magníficas y con un guía podrás disfrutar de un verdadero viaje por la historia de México y América Latina!",,5,"Monterrey, CA",29 de marzo de 2024,mar de 2024
Un castillo asombroso,"Me encanta que esta hermosa ciudad tenga su propio castillo, si duda alguna lo mejor es que contrates un guía, ya que eso hace que te vaya muy bien y entiendas todo.",,5,,26 de marzo de 2024,jun de 2023
¡Me encantó!,"Hermosos jardines, hermosas vistas y un castillo sólido que rivaliza con los castillos europeos en su grandeza, aunque no es tan grande como los castillos más grandes de Europa (lo cual es bueno para algunos).",,5,"Austin, Texas",17 de marzo de 2024,mar de 2024
Hermoso castillo con grandes habitaciones y vistas impresionantes,"El Castillo de Chapaultepec se encuentra en la cima del Parque Chapaultepec y se accede a él a través de un camino ascendente largo y sinuoso. En la parte inferior del castillo se encuentra el museo de historia natural y en los pisos superiores se encontraba la residencia de los ocupantes del castillo, incluidos los Habsburgo y los presidentes mexicanos. Las habitaciones son hermosas y todas ofrecen vistas espectaculares de la ciudad, así como un hermoso jardín en la azotea.",,5,"Ottawa, Canadá",17 de marzo de 2024,feb de 2024
Hermosas vistas desde los jardines del castillo de la Ciudad de México,Precioso castillo con impresionantes vistas.Caminata empinada hasta la casta pero vale la pena por las vistas.Castle tenía muchas exhibiciones para ver y algunos murales maravillosos.,,4,,17 de marzo de 2024,feb de 2024
Gran experiencia,"Gran vista desde el jardín. El camino no fue fácil, ya que tenía 2 hijos, hacía demasiado calor y era cuesta arriba)Pero la vista era asombrosa. El castillo en sí era hermoso, solo pagué por mí 95 pesos. Muy recomendable",,5,,12 de marzo de 2024,mar de 2024
Gran experiencia,"Este destino construido a principios de la época colonial en el siglo XVIII, es un lugar muy hermoso para visitar y conocer su historia, las exposiciones de arte en su interior son impresionantes y lo podemos comprobar en su arquitectura, pinturas y vitrales. así como en las exposiciones de los instrumentos utilizados en la antigüedad que a mi parecer son una obra de arte.",,5,,6 de marzo de 2024,ene de 2024
La maravilla del único castillo de México.,"Encuentro este lugar como un portal a través del tiempo. Una perfecta representación de la vida en un pasado bastante lejano, combinada con algunos de los elementos de la modernidad actual. Una memoria perfectamente conservada de la vida cotidiana del siglo XVIII (cuando se construyó), un lugar que albergó a muchos virreyes, entre ellos Bernardo de Gálvez, quien mandó construir el castillo, así como al emperador Maximiliano de Habsburgo. y su esposa Charlotte de Bélgica, que ahora alberga muchos murales y otras interesantes obras de arte de artistas de renombre como Siqueiros o Diego Rivera.Sus muros y salones también nos recuerdan importantes acontecimientos que aquí sucedieron, como el esfuerzo final para detener la intervención del ejército norteamericano allá por 1848. Este lugar es verdaderamente un hito cultural e histórico para la gran nación que es México.",,5,"Ciudad de México, México",6 de marzo de 2024,mar de 2024
Revisar,"El castillo es muy bonito, los murales son muy chulos y la limpieza del lugar en general es buena. Además de esto, los jardines también están bien cuidados. Es una buena manera de ver cómo vivía la gente en el pasado.",,5,,5 de marzo de 2024,dic de 2023
Tour Review,"El Castillo de Chapultepec es un lugar muy interesante ya que cuenta con varios objetos emblemáticos para la historia de nuestro país como pinturas, esculturas y demás. En lo personal tengo la dicha de haber visitado este lugar hace mucho años cuando era pequeña, el hecho de que aconteciera la batalla donde lucharon los niños héroes me deslumbraba, ya que el lugar era inmenso y bello. Ahora que conozco un poco más de su historia me resulta aún más llamativo ya que albergó a grandes personajes como Porfirio Díaz y Francisco I. Madero.",,4,,4 de marzo de 2024,abr de 2023
Hermoso,Es un lugar maravilloso tiene una gran cantidad de artefactos que son maravillosos y es el resumen de la historia de el México prehispánico colonial republicano el imperio hasta la actualidad además de tener una vista hermosa del paseo de laReforma,,5,"La Paz, Bolivia",1 de febrero de 2024,nov de 2023
Castillo de Chapultepec una experiencia mágica desde las alturas,"Las vistas hacia la ciudad son maravillosas , te sientes como si hicieras parte de ese maravilloso castillo , sus jardines son muy románticos , no puedes dejar de tomar una foto con tu pareja ❤️variedad de flores hermosas , es un ambiente tranquilo y agradable , fui con toda a familia y a todos nos encanto",,5,"Corozal, Colombia",31 de enero de 2024,dic de 2023
Recomendado,"Me encanta visitar el Castillo cada que puedo, disfruto admirar una parte fundamental de la historia y además, me parece muy relajante caminar por ahí y en el bosque.",,5,"Ciudad de México, México",25 de enero de 2024,dic de 2023
Una vista que no se compara con nada,Es el mejor lugar de la ciudad y estar en el único castillo de verdad de la región de América sin duda es lo mejor. Además pude comprar unos recuerdos para mi hermana. Se los recomiendo.,,5,,23 de enero de 2024,sept de 2023
