Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia
H21 Hospedaje Boutique - ¡UNA NECESIDAD!,H 21 Hospedaje Boutique - Lugar increíble y único con el personal más amable y servicial! Me alojaría aquí de nuevo en un santiamén!,,5,,14 de noviembre de 2024,nov de 2024
Hermosa,"Excelente, hermosa ciudad y amable, me encantó, volveré pronto para explorar más si esta hermosa ciudad. Tengo una hermosa manta, me encanta",,5,,5 de noviembre de 2024,nov de 2024
Agradable tarde,The plaza at Coyoacán is very beautiful and lots of outdoor restaurants and lots of vendors the water fountain good for pics food is good very welcoming.La plaza es hermosa el Pueblo es bonito y hay muchos restaurants con asientos afuera y Muy agradable el ambiente. La iglesia es hermosa para visitar y contemplar la arquitectura.,,5,,24 de octubre de 2024,oct de 2024
Barrio genial para visitar,"Este es un barrio pintoresco en la Ciudad de México con bonitas tiendas y restaurantes. El parque es bonito y el mercado parecía interesante (por desgracia no tuvimos tiempo para explorarlo). Es un buen lugar para visitar, especialmente si necesitas matar algún tiempo antes / después de ir a La Casa Azúl.",,5,"Westbury, Estado de Nueva York",16 de octubre de 2024,sept de 2024
Cerca de la ciudad.,"Se puede llegar en turibus, es lindo para una tarde, mercaditobde artesanias, un helado tradicional o comida y regresar a la ciudad.",,5,,11 de septiembre de 2024,sept de 2024
"Precioso domingo por la plaza todos parecen conocerse! Hay un algo de romántico, poético, huele a flores!","Coyoacan es una ciudad divina! Su gente, sus sitios, su ambiente de pequeña ciudad, sus museos, la amabilidad de su gente, su comida, no parece ser la cdmx sino la hacienda de descanso del emperador ❤️",,5,,6 de septiembre de 2024,oct de 2023
Visita interesante,"Una visita interesante para diversificar tu viaje a México. La iglesia de San Juan Bautista se ubica en el centro de Coyoacán, es muy bella y está finamente decorada. Este pueblo es parte de los principales tour que parten de la ciudad de México. Se recomienda.",,3,"San Ramón, Costa Rica",3 de septiembre de 2024,mar de 2024
Lugar Mágico,"Un lugar hermoso, es la primera vez que asisto y quedé encantada. Comí en el mercado Allende y la verdad aparte de ser económico y tener variedad, la comida es muy rica.",,5,"Aguascalientes, México",27 de agosto de 2024,ago de 2024
Un poco desordenada y sin información turística,"Una ciudad mexicana que ha crecido mucho y no se puede considerar parte de Ciudad Mexico, con fácil acceso por Metro o Bus. Considero que falta señalización para llegar al museo Frida Khalo y otros lugares turísticos. No pudimos conseguir información para llegar, preguntando, nadie coincidía en indicar distancias. Llegamos en taxi, con un recorrido excesivo, aunque le advertimos que era una distancia de pocas cuadras; es una mala práctica común que perjudica el turismo. Estuvimos en el parque y no visitamos más lugares por falta de tiempo y de información y guía para turistas.",,4,"Guayaquil, Ecuador",6 de agosto de 2024,jul de 2024
"Coyoacan, vibrante zona de Ciudad de Mexico","Wow. Coyoacan es simplemente magnifica. Segura, hermosa, vibrante y con muchos parques, cafés y buen transporte publico, se convierte en una de las mejores opciones para hospedarse sin pagar demasiado o estar en medio del caosSi es de pasada, Recomiendo al menos una tarde y tomar cafe en algún lugar de tantos. Ademas si eres artista, es un lugar espectacular para inspiración",,5,"Sídney, Australia",1 de agosto de 2024,sept de 2023
paseo,"Es uno de mis lugares favoritos para ir a pasear o para ir por antojitos mexicanos, la verdad disfruto mucho de pasear por Coyoacan, la música, la gente, los recuerditos que venden son todo una experiencia que representa a México.",,5,,23 de julio de 2024,abr de 2024
Me gusta mucho,"Me gusta mucho visitar el centro de Coyoacán, porque me parece un sitio muy bello con muchos lugares que visitar, aunque parezca que lo que abarca no es mucha extensión. Sin duda disfruto ir a pasear",,4,,19 de julio de 2024,jun de 2024
Recomendado,"Coyoacán es uno de los mejores lugares para tener una date con tu pareja. Hay muchas opciones de comidas y bebidas, así como diferentes espacios de difusión cultural.",,5,,16 de julio de 2024,jul de 2024
un paseo,"Coyoacán es uno de los Barrios Mágicos de la CDMX, y quizá, uno de los más agradables y hay mucho que ver y comprar en los alrededores",,5,,11 de julio de 2024,jul de 2024
Visita Coyoacán entre semana.,"Coyoacán es un gran lugar, se disfruta mejor entre semana, cuando hay menos gente y se pueden recorrer sus calles y parques sin prisa.",,5,"Ciudad de México, México",19 de junio de 2024,jun de 2024
Agradables plazas en zona exclusiva,"Dos áreas de plaza central bordeadas por una gran iglesia, antiguas oficinas gubernamentales de la época colonial, lugares artísticos y un mercado cubierto artesanal (turístico). Heladerías, churros, café, chocolate, comida, bebida. bastante arriba del mercado. Se puede llegar fácilmente en metro. Buen lugar para pasar medio día observando a la gente.",,5,,13 de junio de 2024,may de 2024
Un refugio seguro,Estamos muy contentos de habernos alojado en Coyoacán en el H 21 Boutique Hotel. Qué zona tan divertida para explorar y todos nos sentimos totalmente seguros a todas horas.,,5,"Uvita, Costa Rica",3 de junio de 2024,may de 2024
Lugar tranquilo,"Un barrio diferente de una ciudad enorme. Se respira tranquilidad. Se puede almorzar en el Mercado, y despues disfrutar del Parque centenario.",,4,"Montevideo, Uruguay",27 de mayo de 2024,may de 2024
"Lugar bonito, pero lleno",Se siente como si estuvieras en un pueblito en medio de la ciudad y tiene mucha oferta gastronómica. Lo malo es que está muy lleno.,,5,,3 de mayo de 2024,may de 2024
Un Must si vas de visita a la ciudad de México.,"Un buen lugar para ir a dar la vuelta, caminar por su parque central, comer en algún restaurante y comprar chucherías. Es un barrio antiguo de la ciudad donde puedes ver como era la vida antes de los grandes edificios.",,5,"Mérida, México",29 de abril de 2024,abr de 2024
Uno de los mejores distritos y barrios históricos.,"Los parques, las calles, las casas y la iglesia son increíbles. No te pierdas la iglesia en el centro, el mercado de artistas y, por supuesto, los churros y el chocolate caliente del café El Jarocho.",,5,Estados Unidos,25 de abril de 2024,abr de 2024
Ambiente Hippie relax,"Muy lindo y relajado caminar por las distintas calles de coyacán.   Se siente un ambiente hippie, relax donde cada quién va a hacer lo suyo.   Recomendable para turistas extranjeros, locales y para locales de CDMX",,5,"Ciudad de México, México",25 de abril de 2024,nov de 2023
Vibra unica.,"Ir a este lugar es algo muy mágico, lo mejor de todo es que se puede sentir la buena vibra de todos y te anima a disfrutar de una buena nieve y mas en la noche un delicioso churro.",,5,,12 de abril de 2024,jun de 2023
Gran sitio,"Es un lugar muy cómodo para dar la vuelta con tu pareja y/o amigos. Hay varias opciones para disfrutar de un helado, café, churros y más.",,5,,9 de abril de 2024,feb de 2024
Gran lugar,"De los mejores lugares que hay al sur de CDMX; tiene muchas opciones de comida, además de que es un lugar sumamente tranquilo",,5,"Ciudad de México, México",4 de abril de 2024,mar de 2024
Un lugar histórico de la ciudad de México,De los mejores lugares que he conocido. Aún me parece sorprendente que en este lugar anduvo Frida Kahlo. Aquí puedes comer de todo y pasarla bien con tu familia.,,5,,27 de marzo de 2024,ene de 2024
Bonita manera de pasar un día en CDMX.,"Barrio encantador, más bien una ciudad, en realidad, con bonitos parques, un animado mercado, iglesias históricas y, por supuesto, la casa de Frida Kahlo.",,5,"Nueva York, Estado de Nueva York",24 de marzo de 2024,mar de 2024
Comida mexicana: Tostadas,"Si quieres disfrutar de la comida típica mexicana, además de los tacos, puedes probar las ""tostadas"" en el mercado de comidas de Coyoacán, Ciudad de México.",,5,"Ciudad de México, México",15 de marzo de 2024,mar de 2024
Decepción de la transformación de la casa azul de Frida Kahlo del taller familiar a Museo,"Fuimos en familia a visitar la casa de Frida Kahlo, ya la había visto hace 20 años, en esa época se exponía la casa con su mobiliario original, elementos de una vivienda familiar que aún conservaba el ambiente tal cual había, pero ahora fue un poco decepcionante ya que la re convirtieron a modo de museo, lo cual, es de otro orden y queda la casa y sus elementos fuera de la exposición siendo el enfoque la vida de Frida",,3,"Pucón, Chile",12 de marzo de 2024,sept de 2023
Increíble lugar,Un lugar muy bonito para tener un date con tu pareja. Hay diversas opciones para comer y disfrutar de un delicioso helado.,,5,"Ciudad de México, México",12 de febrero de 2024,ene de 2024
Buen lugar para pasear,"Buen lugar para pasear, diferentes clases de comidas para probar, si quieres algo tranquilo y diferente a una fiesta este lugar es el indicado.",,4,,6 de febrero de 2024,feb de 2024
Una conexión entre lo antiguo y lo moderno,"Los mercados locales ofrecieron una explosión de colores y sabores, con aromas que despertaron mis sentidos. Sentarme en una de las plazas, rodeado de música y cultura, me sumergió en la vibrante vida de este barrio bohemio.",,4,,26 de enero de 2024,ene de 2024
Romántico,"Bastante bueno para venir en un domingo y disfrutar de un delicioso helado o unos ricos churros, en compañía de tu pareja, familiares o amigos.",,5,"Ciudad de México, México",17 de enero de 2024,nov de 2023
barrio lindo ,"es un  barrio hermoso , tranquilo con mucha historia , todo bohemio hay artos mercados de pulgas y heladerías restaurantes el mercado wao eso  te mantiene en full movimiento",,5,"La Paz, Bolivia",22 de diciembre de 2023,nov de 2023
Buen lugar,Lugar lleno de negocios bueno para ir con amigos hay buenos bares y lugares para comer e incluso artesanías!,,5,,21 de diciembre de 2023,sept de 2023
Muy bueno ,"En esta zona encuentras lugares con las tres b: buenos, bonitos y baratos. Recomendado para venir un fin de semana, con tus amigos, familia o pareja. ",,4,,18 de diciembre de 2023,abr de 2023
viaje MDL,Sitios de diversión para turistas y buena comida. Comimos muy buen chocolate y compramos recuerdos en las tiendas locales. Muchos restaurantes cercanos.,,5,,13 de diciembre de 2023,oct de 2023
Ya no es tan bueno,"Pienso que Coyoacán ya está sobrevalorado, hay demasiada gente, mucha contaminación por lo mismo, siempre ver pasar a unas ratotas y es por lo mismo de la higiene y la gentrificación. Antes era agradable, pero ya no tanto, todo caro, siempre lleno, sucio :(",,2,,13 de diciembre de 2023,oct de 2023
Mi zona favorita de CDMX,"La verdad es que nos gustó mucho visitar Coyoacán, la experiencia y la vida que se siente en sus calles es muy impresionante. Me parece un buen centro para la cultura y el arte, porque hay muchos lugares para ver. Sus mercaditos son muy coloridos, algunos llenos de actividades incluso. Quiero volver a visitarlo. ",,5,,30 de noviembre de 2023,nov de 2023
Barrio.,"Bonito barrio, con mucho encanto y personalidad. Angostas calles de la era virreinal, cafés y ambiente siempre animado, plazas llenas de músicos y mercadillos de artesanía.",,4,"Madrid, España",24 de noviembre de 2023,oct de 2023
Mi barrio favorito en la Ciudad de México.,"En nuestra visita a la Ciudad de México en noviembre de 2023 nos hospedamos en La Condesa. Exploramos Roma Norte, Polanco, el centro histórico (Zócalo) y Coyoacán. Nuestro favorito con diferencia fue Coyoacán. Tantos bares, restaurantes, cafeterías, parques y tiendas. Y, ""Una de las iglesias más antiguas de la Ciudad de México, el notable templo de San Juan Bautista de Coyoacán sigue siendo uno de los menos visitados, pero no es uno para perderse"". - Estoy completamente de acuerdo, una hermosa iglesia justo en el corazón del vecindario.",,5,"Dallas, TX",17 de noviembre de 2023,nov de 2023
Una visita obligada en un viaje corto desde el centro de la ciudad.,Esta ciudad es preciosa y bien vale la pena conducir desde el centro de la Ciudad de México. Visitamos la casa de Frida Kahlo y luego paseamos por este hermoso lugar. Es muy frondoso y encantador. Hay muy buenos restaurantes alrededor de la plaza/parque. Tomamos una bebida relajante y un almuerzo ligero en uno de estos lugares y realmente disfrutamos toda la experiencia.,,5,"Solana Beach, CA",25 de octubre de 2023,oct de 2023
Calles mágicas e inolvidables,"Sus calles me recuerdan a las novelas de Carlos Fuentes, llenas de un misticismo especial y mucha nostalgia ",,5,,24 de octubre de 2023,oct de 2023
Volvería sin dudarlo muchas veces más,"Hermosos restaurantes para probar comida mexicana, se puede caminar con tranquilidad y visitar agradables e interesantes museos .",,5,,19 de octubre de 2023,oct de 2023
Me siento raro ,"UN lugar en el cual puedes disfrutar de mucha comida, y disfrutar de un delicioso churro y una nieve, pero no me gusta que haya muchos pidiendo dinero, por que me siento raro.",,3,,6 de octubre de 2023,nov de 2022
Excelente lugar,"Me encanta la zona, muy mágica y hay muchos lugares para snacks y el brunch, me parece muy tranquilo y bastante artístico.",,5,,25 de septiembre de 2023,sept de 2023
Bello lugar,"El lugar es hermoso, muy limpio y es agradable descansar en la plaza, mucha venta de artesanías muy lindas ",,5,,2 de septiembre de 2023,ago de 2023
Visita al centro de Coyoacán ,"El barrio de Coyoacán está lleno de historia, siempre vale la pena visitarlo. Los fines de semana hay un ambiente muy vivo y alegre. ",,5,"Ciudad de México, México",5 de agosto de 2023,ago de 2023
"Encantador barrio para caminar, relajarse y tomar café.","Encantador vecindario: lleno de energía, parques, arquitectura interesante, comida y cosas que hacer. Los puestos de comida en Higuera (cerca de la oficina nacional de correos) son sabrosos y asequibles. Hay muchas cafeterías y lugares para sentarse, relajarse y observar a la gente.",,5,"Toledo, OH",7 de julio de 2023,jul de 2023
Coyoacan,Un hermoso barrio lleno de color! Recomiendo un paseo por el mercado de artesanías y sin lugar a dudas visiten el museo de Frida Kahlo. Están a pocas calles uno del otro! Ideal para recorrer caminando.. ,,4,"Santa Fe, Argentina",12 de junio de 2023,nov de 2022
Lindo paseo con familia americana,"Yo soy coyoacanense de corazón y tengo 40 años visitandolo (y viví muchos años ahí también), asi que lleve a mis visitas a comer al Cabo Coyote, helado, vuelta por toda la plaza y por supuesto al mercado de Artesanias donde consigues de todo a muy buenos precios. Amo Coyoacán!!!",,5,"Ciudad de México, México",4 de abril de 2023,sept de 2022
Excelente para caminar,"El lugar es muy tranquilo. La gente es sumamente amable y hay varios localitos a los que puedes asistir, ya sea para comer o comprar algún detalle.",,5,"Ciudad de México, México",16 de marzo de 2023,ene de 2023
Hermosos paseos,"Si quieres salir a caminar un rato, tomarte un helado y “comprar compritas “ te recomiendo que vayas a Coyo, los fines de semana puedes caminar entre los puestos para comprar o simplemente ver cosas, puedes comer en los restaurantes qué hay al rededor de la plaza y puedes terminar tu día comiendo en El Venadito, (un restaurante que vende tacos de carnitas (carne de cerdo) u otra cosa ya que tienen gran variedad ) que se encuentra sobre Miguel Ángel de Quevedo, no sé bien la dirección 👉🏻👈🏻",,5,"Ciudad de México, México",15 de marzo de 2023,nov de 2022
Bohemio,"Me encanta este barrio de la Ciudad de México, es muy hermoso y bohemio, el museo de Frida Khalo es super interesante aunque no seas fanático o seguidor de esta maravillosa mujer.",,5,"Cartagena, Colombia",13 de febrero de 2023,nov de 2022
Un lugar muy tranquilo,"Si no sabes qué hacer o no tienes algún plan en concreto, esta es una buena opción para el fin de semana; puedes caminar y disfrutar de un helado, traer a tu mascota, ir a comer o buscar alguna decoración para tu casa.",,4,"Ciudad de México, México",8 de febrero de 2023,ene de 2023
Muy hermoso,"Se siente mucha alegría en este lugar, se ve muy lleno de vida. Hay cosas para comer, ver y comprar, desde artesanías hasta algunas curiosidades.",,5,"Ciudad de México, México",3 de febrero de 2023,ene de 2023
No dejar de visitar,"Muy importante visitar este lugar cuando vayas a Ciudad de México. Es una plaza bien cuidad con restaurantes y bares al rededor. También hay una iglesia muy bonita y unos mercados artesanales variados. Los precios de este mercado son buenos y mejores que los de otros lugares. La casa de Frada Calo se puede visitar haciendo previamente una reserva por Internet, pero solo caminar por el barrio es muy agradeable. Hay un pequeño tranvía turístico que hace el recorrido por el barrio y cuanta algo de historia de la zona",,5,"Bogotá, Colombia",8 de enero de 2023,ene de 2023
Bonito paseo,"Las calles están muy bonitas, sí se siente una vibra diferente a lo que es la CDMX, sí me gustó, aunque los lugares de ahí tienen costos más elevados.",,4,"Álvaro Obregón, México",3 de enero de 2023,may de 2022
Precioso lugar,"Lindisimo, su ambiente bohemio le da un toque de magia. Sin duda tomar un tranvia es buena idea, pues a parte que se conocen lo lugares de mayor interés se divierte con los comentarios del encargado. Lugar lleno de historia, cultura, belleza. ",,5,El Salvador,6 de diciembre de 2022,dic de 2022
Paz en la city,Conoci este bello lugar con motivo de querer conocer la casa azul de Frida Khalo. Lamentablemente no lo pude hacer ya que si o si las entradas se venden por internet,,4,"La Plata, Argentina",17 de noviembre de 2022,nov de 2022
Un día de relax,"Excelete ambiente para caminar tranquilo y seguro, mientras se disfruta de buena gastronomía. Allí al contrario de Polanco no hay discriminación económica",,5,,15 de noviembre de 2022,nov de 2022
Horrible.,"Malísimo. Sucio, ratas por todos lados. Pocos lugares para estacionarse y los estacionamientos privados carísimos. No recomiendo ir.",,1,,3 de octubre de 2022,nov de 2021
Pueblo Magico,"Es un poblado muy pintoresco, un lugar par ir a caminar, comer rico, comerse una nieve tipica y disfrutar del lugar.",,5,"Monterrey, México",3 de octubre de 2022,oct de 2022
Coyoacán siempre hermoso,"Coyoacán merece al menos medio día del tiempo de cualquier turista que visite Ciudad de México. Es lo mas cerca a estar en un pueblo en las afueras y posee muchos lugares qué visitar. Fuimos a la Casa Azul, Museo Frida Kahlo, recomiendo comprar las entradas con unas semanas de anticipación, el website es muy amigable. ",,5,"San José, Costa Rica",20 de septiembre de 2022,sept de 2022
Tradición y cultura en Coyoacán!!,"Sin duda un lugar tan emblemático; maravilloso para caminar, disfrutar de la comida típica, mirar artesanías y sin duda; pasar un momento agradable. Se agradece la seguridad que aún se respira.",,5,"Playa del Carmen, México",1 de septiembre de 2022,sept de 2022
Buen barrio.,"Estupendo y tranquilo barrio.Pasear, callejear, ver la iglesia y la casa de Cortés.Comer y si se quiere ir de tiendas.Imprescindible",,4,"Logroño, España",27 de agosto de 2022,ago de 2022
Coyoacán Jul 2022,"Uno de los barrios más bellos de CDMX. Ideal recorrerlo con algún walking tour, es un barrio con muchísima historia en cada esquina por lo que ir con un guía es (para mi) esencial. Imperdibles: la plaza, los mercados donde se come exquisito, la casa azul de Frida , cada calle tiene su encanto. Cuando fuimos estaban filmando una película ambientada en los años ‘50 por lo que había autos de época lo que lo hacía todavía más lindo.",,5,"Buenos Aires, Argentina",23 de agosto de 2022,jul de 2022
Mexico colonial,"El sitio es perfecto para sentir el sabor del Mexico de nuestros ancestros, excelente idea el visitar este lugar, se siente el ambiente colonial, puedes disfrutar de olores, colores y sabores reales de Mexico",,5,"Miami, FL",22 de agosto de 2022,may de 2022
Buena experiencia ,"Fenomenal, hay muchas cosas por hacer y mucha gente con la que platicar. Demasiadas opciones de comida, muchos libros que comprar y muchos museos por descubrir. Eso sí, está muy caro.",,5,,20 de agosto de 2022,ago de 2022
Pintoresco Barrio en CDMX.,"Coyoacán se desarrolló como un pueblo desde principios de la conquista en el siglo XVI. De esa fecha data la Parroquia de San Jan Bautista, por ejemplo. Ahora, la ciudad absorbió el antiguo pueblo pero no ha perdido lo pintoresco y su originalidad. Es todo un placer recorrer sus calles y plazas. Te encontrarás infinidad de puestos de comida y tienditas.También cuenta con algunos museos y lugares históricos como la casa de Frida Kahlo, quien creció y vivió en Coyoacán.Al visitar la plaza principal te encontrarás con restaurantes muy bien puestos al rededor, algunos de ellos de primer nivel. Se puede cerrar tu visita comprando churros o nieve en alguno de sus famosas churrerías.Es una excelente manera de pasar un día en familia, pareja o con amigos.",,5,"Hermosillo, México",17 de agosto de 2022,ago de 2022
folklórico,"Un pueblito que te muestra todo tipo de trabajos artesanales en cerámica, platería, confección, madera, te nombró muy bonito.",,5,,31 de julio de 2022,jul de 2022
centro de coyoacán,Este parque es el centro de la comunidad de Coyoacán y está rodeado de varios restaurantes muy buenos que se encuentran allí. Recomendaría a cualquiera que visite esta parte de la Ciudad de México. El museo Friday Kahlo también está cerca. .,,5,"Twentynine Palms, CA",29 de julio de 2022,jul de 2022
sorpresa del viaje,"El museo de Frida se encuentra en Coyoacán. Si va al museo de Frida, debe comprar los boletos en línea. El museo en sí es muy agradable, la casa de Frida es tanto una experiencia como las pinturas, y brinda una sensación de tranquilidad, en general, el museo fue muy agradable.En cuanto a Coyoacán, asegúrate de ir el fin de semana. La plaza es lo que te imaginas que es una plaza mexicana. Hay muchos restaurantes muy buenos alrededor de la plaza, los fines de semana cierran la calle y tienen puestos de comida por todas partes. La zona tiene más de un ambiente festivo. Muy recomendable.",,5,"Houston, TX",19 de julio de 2022,jul de 2022
Gran vecindario,Hermoso vecindario con calles sombreadas y excelentes restaurantes. Una visita obligada en cualquier viaje a la Ciudad de México. Ubicados en Coyoacón se encuentran el museo Frida Kahlo junto con el Museo León Trotsky y el famoso Mercado de Coyoacón.,,5,"Ciudad de México, México",18 de julio de 2022,jul de 2022
Buena zona al lado del museo Frida K,Maravilloso vecindario con muchos restaurantes y tiendas diferentes. Caminamos hasta él desde el Museo Frida K.. feliz de volver,,4,"Vallensbaek Strand, Dinamarca",17 de julio de 2022,jul de 2022
Lugar pintoresco pero muy caro para lo que ofrece,"El lugar es en general pintoresco, pero los lugares que marcan como de visita obligada les falta mantenerlos en mejores condiciones, se encuentra muy deteriorado y restaurantes, neverias muy caros para la calidad y la incomodidad que a veces no te puedes  ni sentar ya que tienen una mesa y esta ocupada, una nieve por 120 pesos y de pesima calidad es solo un ejemplo .",,3,"San Nicolás de los Garza, México",27 de junio de 2022,jun de 2022
"Coyoacán es bello, algunos restaurantes no hacen caso a los comensales","Es una belleza de lugar, me encantó la buena vibra que hay y las muchas opciones para comer, sin embargo hubo un restaurant en el cual llegamos, nos sentamos, nos dieron la carta y se olvidaron de nosotros totalmente, daba la impresión de que no nos veían. El lugar se llama “Villa Coyoacán” y después de pasar por eso no lo recomiendo, nos fuimos y le comentamos al joven de la entrada y no nos respondió nada, ni una disculpa.",,5,"Chihuahua, México",7 de junio de 2022,abr de 2022
"BARRIO PINTORESCO, BONITO, ARBOLADO Y COLORIDO, CON TROTSKY Y KAHLO","Uno de los barrios alejados del Centro histórico más bonitos, colorido, de casas bajas, muy arbolado, y donde además se encuentran el Museo Casa de León Trotsky, y el Museo Frida Kahlo. Mientras te desplazas de uno a otro podrás comprobar la belleza del barrio, y luego debes llegar a ver la Plaza de los Coyotes.",,5,"Montevideo, Uruguay",4 de mayo de 2022,abr de 2022
excelente lugar,"Muy bello, pero los viene viene cobran un ojo de la cara por estacionarse, los estacionamientos muy muy caros",,5,"Ciudad de México, México",29 de abril de 2022,mar de 2022
Domingo familiar,"Pasamos un domingo de relax caminando por las calles empedradas, comiendo churros.. Hay mercadito de artesanías y puedes cureosear y caminar sin gastar!Puede hacer un buen domingo para disfrutar de una caminata comiendo un helado o un churro con la familia…",,5,"Ciudad de México, México",24 de abril de 2022,abr de 2022
"Cuidado con los vendedores ambulantes, son agresivos","Coyoacán siempre lo ha tenido todo,Lo que busques de comer o beber seguro lo encuentras en el centro.Pero se ha llenado de gente vividora que quiero obligarte a comprar sus productos de hojas de papel. Llegan contándote una historia aburridisima y muy larga y cuando dices no gracias te agreden y te insultan. Se van y si sigues en el mismo lugar cuando regresan  te empiezan a gritar y a insultar para ir te vayas o les compres.También agredio a la pareja de a un lado por que ya le habían comprado y no quisieron volver a comprarle, hubo un momento que pensamos que nos iba a golpear. El chico del puesto de marquesitas donde estábamos nos dijo que desde la pandemia sevolvieron así de agresivos, que no les hiciéramos caso. Esto no pasaba antes ¿desde cuando es nuestra obligación comprarle a los vendedores ambulantes todo lo que quieran? ¿Por que nadie regula a esta gente agresiva?",,4,,23 de abril de 2022,abr de 2022
Regular,"Aunque es un vecindario agradable con algunas iglesias, parques y sitios (principalmente los museos de Frida Kahlo y Trotsky), es un vecindario vivo que no sería mi primera opción para explorar dada la limitación de tiempo. En otras palabras, si tiene tiempo de sobra, también puede ir a uno de los parques y sitios. Si estás presionado, lo omitiría.",,3,"Miami Beach, FL",10 de abril de 2022,abr de 2022
"Lugar tradicional, tranquilo y bonito","Es un lugar en el que se puede pasear muy a gusto, las calles están bien cuidadas, se respira un aire tranquilo, su mercado muy pintoresco, parques ... es un lugar bonito.",,5,Perú,5 de abril de 2022,mar de 2022
Zona con encanto,"Yo estaba allí para visitar la casa de Frida Kahlo y pensé que iba a pasar un rato en Coyoacán, pero terminé pasando toda la tarde. Me encantó el ambiente de los parques pequeños y encontré un gran lugar para comer churros.¡La iglesia también es bastante increíble!",,5,"Los Ángeles, CA",4 de abril de 2022,mar de 2022
